config_from,config_to,hamming_dist
1032119,1031813,4
1032119,1031815,3
1032119,1031847,2
1032119,1031863,1
1032119,1031938,5
1032119,1031942,4
1032119,1031943,3
1032119,1031970,4
1032119,1031975,2
1032119,1032064,5
1032119,1032065,4
1032119,1032066,4
1032119,1032067,3
1032119,1032069,3
1032119,1032070,3
1032119,1032071,2
1032119,1032078,4
1032119,1032079,3
1032119,1032087,1
1032119,1032095,2
1032119,1032098,3
1032119,1032099,2
1032119,1032102,2
1032119,1032103,1
1032119,1032110,3
1032119,1032111,2
1032119,1032115,1
1032119,1032118,1
1032119,1032119,0
1032119,1032127,1
1032119,1032182,2
1032119,1032183,1
1032119,1032191,2
1032119,1034118,7
1032119,1034135,5
1032119,1036166,6
1032119,1036183,4
1032119,1040038,5
1032119,1040263,4
1032119,1040294,4
1032119,1040385,11
1032119,1040897,10
1032119,1041303,5
1032119,1041797,7
1032119,1041920,10
1032119,1041921,9
1032119,1042048,9
1032119,1042050,8
1032119,1042305,7
1032119,1042309,6
1032119,1042310,6
1032119,1042311,5
1032119,1042319,6
1032119,1042327,4
1032119,1042358,4
1032119,1042359,3
1032119,1042366,5
1032119,1043079,6
1032119,1043095,5
1032119,1043106,7
1032119,1043351,4
1032119,1043362,6
1032119,1043390,5
1032119,1043391,4
1032119,1043463,7
1032119,1043591,6
1032119,1043646,6
1032119,1043845,6
1032119,1043902,5
1032119,1043973,7
1032119,1043974,7
1032119,1043975,6
1032119,1044096,8
1032119,1044097,7
1032119,1044101,6
1032119,1044102,6
1032119,1044103,5
1032119,1044230,6
1032119,1044353,6
1032119,1044354,6
1032119,1044355,5
1032119,1044357,5
1032119,1044358,5
1032119,1044359,4
1032119,1044367,5
1032119,1044375,3
1032119,1044384,6
1032119,1044385,5
1032119,1044387,4
1032119,1044390,4
1032119,1044391,3
1032119,1044392,7
1032119,1044394,6
1032119,1044395,5
1032119,1044398,5
1032119,1044399,4
1032119,1044407,2
1032119,1044414,4
1032119,1046406,5
1032119,1046439,3
1032119,1047175,5
1032119,1047430,5
1032119,1047447,3
1032119,1047456,6
1032119,1047458,5
1032119,1047459,4
1032119,1047462,4
1032119,1047463,3
1032119,1047474,4
1032119,1047479,2
1032119,1047486,4
1032119,1047487,3
1032119,1047550,5
1032119,1047991,2
1032119,1047998,4
1032119,1047999,3
1032119,1048069,6
1032119,1048071,5
1032119,1048103,4
1032119,1048118,4
1032119,1048119,3
1032119,1048199,4
1032119,1048230,4
1032119,1048246,3
1032119,1048247,2
1032119,1048374,3
1032119,1048450,5
1032119,1048451,4
1032119,1048453,4
1032119,1048454,4
1032119,1048455,3
1032119,1048462,5
1032119,1048463,4
1032119,1048471,2
1032119,1048482,4
1032119,1048483,3
1032119,1048486,3
1032119,1048487,2
1032119,1048494,4
1032119,1048495,3
1032119,1048499,2
1032119,1048502,2
1032119,1048503,1
1032119,1048510,3
1032119,1048511,2
1032119,1048566,3
1032119,1048567,2
1032119,1048574,4
122758,32768,10
122758,40454,4
122758,40455,5
122758,40711,4
122758,40775,5
122758,50816,6
122758,57222,1
122758,59008,7
122758,59012,6
122758,65414,2
122758,65415,3
122758,73606,2
122758,77702,4
122758,89991,2
122758,92928,7
122758,97799,5
122758,98055,4
122758,98304,9
122758,98816,8
122758,98822,6
122758,98944,7
122758,99200,6
122758,99206,4
122758,99840,7
122758,99842,6
122758,99846,5
122758,100096,6
122758,100098,5
122758,100102,4
122758,100226,4
122758,100230,3
122758,101894,4
122758,102022,3
122758,102146,4
122758,102150,3
122758,102272,4
122758,102274,3
122758,102276,3
122758,102278,2
122758,102279,3
122758,102294,3
122758,103302,3
122758,103334,4
122758,104198,3
122758,104326,2
122758,104327,3
122758,105095,4
122758,105350,2
122758,105990,3
122758,106118,2
122758,106119,3
122758,106240,4
122758,106246,2
122758,106311,4
122758,106350,5
122758,106368,3
122758,106370,2
122758,106372,2
122758,106374,1
122758,106375,2
122758,106382,2
122758,106404,3
122758,106406,2
122758,107392,7
122758,107394,6
122758,107398,5
122758,108032,8
122758,108418,5
122758,108422,4
122758,109440,6
122758,110080,7
122758,110086,5
122758,110214,4
122758,110215,5
122758,110336,6
122758,110340,5
122758,110342,4
122758,110464,5
122758,110466,4
122758,110468,4
122758,110470,3
122758,110471,4
122758,112518,3
122758,113287,5
122758,113538,4
122758,113542,3
122758,114178,5
122758,114182,4
122758,114304,5
122758,114310,3
122758,114432,5
122758,114438,3
122758,114499,6
122758,114503,5
122758,114560,4
122758,114562,3
122758,114564,3
122758,114566,2
122758,114574,3
122758,114598,3
122758,115206,5
122758,115328,6
122758,115584,5
122758,115588,4
122758,115590,3
122758,116230,4
122758,116486,3
122758,116612,3
122758,116614,2
122758,117504,5
122758,117632,4
122758,117634,3
122758,117638,2
122758,118406,2
122758,118532,3
122758,118534,2
122758,118656,3
122758,118658,2
122758,118659,3
122758,118662,1
122758,119686,2
122758,120582,2
122758,120710,1
122758,120711,2
122758,121606,2
122758,121728,3
122758,121730,2
122758,121734,1
122758,122374,2
122758,122630,1
122758,122670,3
122758,122734,4
122758,122752,2
122758,122755,2
122758,122756,1
122758,122758,0
122758,122759,1
122758,122774,1
122758,122788,2
122758,122790,1
122758,122886,7
122758,123398,6
122758,123776,6
122758,123780,5
122758,123782,4
122758,123910,6
122758,124802,4
122758,124806,3
122758,125446,5
122758,125696,6
122758,125824,5
122758,125828,4
122758,125830,3
122758,126724,4
122758,126726,3
122758,126848,4
122758,126849,5
122758,126850,3
122758,126851,4
122758,126852,3
122758,126853,4
122758,126854,2
122758,126855,3
122758,128902,2
122758,129666,4
122758,129922,3
122758,129926,2
122758,130562,4
122758,130563,5
122758,130566,3
122758,130567,4
122758,130694,2
122758,130816,4
122758,130822,2
122758,130944,3
122758,130946,2
122758,130947,3
122758,130948,2
122758,130950,1
122758,130951,2
122758,130982,2
122758,196487,4
122758,208642,7
122758,208770,6
122758,233222,4
122758,233350,3
122758,233351,4
122758,233366,4
122758,237446,2
122758,237447,3
122758,237454,3
122758,239488,7
122758,240512,7
122758,241536,6
122758,241538,5
122758,241542,4
122758,244359,6
122758,244646,5
122758,245383,5
122758,245632,5
122758,245634,4
122758,245636,4
122758,245638,3
122758,245639,4
122758,245646,4
122758,245670,4
122758,245678,5
122758,249734,2
122758,252806,2
122758,253830,1
122758,257798,4
122758,257926,3
122758,257927,4
122758,260998,3
122758,262016,4
122758,262018,3
122758,262019,4
122758,262022,2
122758,262023,3
122758,296710,6
122758,296836,6
122758,296838,5
122758,311936,8
122758,312836,7
122758,312838,6
122758,312960,7
122758,320128,9
122758,320132,8
122758,321028,8
122758,321156,7
122758,339712,8
122758,339714,7
122758,339846,5
122758,347014,4
122758,352007,4
122758,352135,3
122758,355072,8
122758,355206,5
122758,360199,5
122758,360960,9
122758,360966,7
122758,361344,7
122758,361348,6
122758,361350,5
122758,361990,6
122758,362242,6
122758,362246,5
122758,362370,5
122758,362372,5
122758,362374,4
122758,362375,5
122758,364032,7
122758,364288,6
122758,364294,4
122758,364416,5
122758,364417,6
122758,364422,3
122758,364423,4
122758,364438,4
122758,364806,6
122758,365318,5
122758,365446,4
122758,366470,3
122758,368514,3
122758,368516,3
122758,368518,2
122758,368534,3
122758,369158,8
122758,369536,8
122758,370182,7
122758,370560,7
122758,370562,6
122758,370564,6
122758,370566,5
122758,371584,7
122758,372224,8
122758,372230,6
122758,372480,7
122758,372608,6
122758,372610,5
122758,372614,4
122758,372615,5
122758,374594,7
122758,376642,6
122758,376643,7
122758,376706,4
122758,376710,3
122758,376726,4
122758,377216,7
122758,377217,8
122758,377350,6
122758,377478,5
122758,377728,6
122758,377732,5
122758,377734,4
122758,378240,6
122758,378241,7
122758,378370,6
122758,378374,5
122758,378752,5
122758,378754,4
122758,378756,4
122758,378758,3
122758,379780,4
122758,379783,4
122758,380422,4
122758,380678,3
122758,380804,3
122758,380806,2
122758,380807,3
122758,380822,3
122758,382854,2
122758,384774,2
122758,384806,3
122758,384814,4
122758,384898,2
122758,384902,1
122758,384934,2
122758,385542,7
122758,385666,7
122758,385668,7
122758,385670,6
122758,385798,6
122758,385922,6
122758,385924,6
122758,385926,5
122758,386566,6
122758,386694,5
122758,386946,5
122758,386950,4
122758,387586,7
122758,387590,6
122758,387846,5
122758,387974,4
122758,387975,5
122758,388614,5
122758,388870,4
122758,388992,5
122758,388995,5
122758,388998,3
122758,388999,4
122758,391042,4
122758,391043,5
122758,391046,3
122758,391047,4
122758,392710,4
122758,392966,3
122758,393090,3
122758,393091,4
122758,393094,2
122758,393095,3
122758,427910,6
122758,444290,6
122758,444294,5
122758,470784,9
122758,470786,8
122758,470914,7
122758,475399,9
122758,476423,8
122758,484096,10
122758,484097,11
122758,484225,10
122758,486144,9
122758,492418,7
122758,493124,9
122758,493125,10
122758,493314,7
122758,493318,6
122758,493381,9
122758,493440,7
122758,493442,6
122758,493446,5
122758,493447,6
122758,495362,6
122758,495488,6
122758,495489,7
122758,495490,5
122758,495494,4
122758,495495,5
122758,495510,5
122758,495878,7
122758,495879,8
122758,497542,4
122758,499590,3
122758,500614,7
122758,501573,10
122758,501632,8
122758,501634,7
122758,501637,8
122758,501638,6
122758,501639,7
122758,501701,9
122758,502661,8
122758,503296,9
122758,503554,7
122758,503558,6
122758,503559,7
122758,503680,7
122758,503681,8
122758,503682,6
122758,503684,6
122758,503686,5
122758,503687,6
122758,504071,9
122758,505734,5
122758,507650,6
122758,507654,5
122758,507686,6
122758,507714,7
122758,507776,6
122758,507777,7
122758,507778,5
122758,507780,5
122758,507782,4
122758,507783,5
122758,507814,5
122758,508167,8
122758,508289,9
122758,508801,8
122758,509191,7
122758,509830,4
122758,511878,3
122758,512263,7
122758,513926,3
122758,515974,2
122758,516994,7
122758,516998,6
122758,517030,7
122758,518018,6
122758,518022,5
122758,518054,6
122758,519044,6
122758,519045,7
122758,519046,5
122758,519047,6
122758,519680,8
122758,519681,9
122758,519938,6
122758,519942,5
122758,519943,6
122758,520064,6
122758,520066,5
122758,520068,5
122758,520069,6
122758,520070,4
122758,520071,5
122758,522118,4
122758,523142,4
122758,523143,5
122758,524038,4
122758,524160,5
122758,524166,3
122758,524167,4
122758,581510,2
122758,589702,3
122758,590722,7
122758,622087,6
122758,623104,9
122758,623110,7
122758,623490,6
122758,624134,6
122758,624512,6
122758,624514,5
122758,624518,4
122758,624519,5
122758,624534,5
122758,626182,5
122758,626310,4
122758,626434,5
122758,626438,4
122758,626560,5
122758,626562,4
122758,626563,5
122758,626566,3
122758,626567,4
122758,627590,4
122758,628352,6
122758,628354,5
122758,628358,4
122758,628486,4
122758,628610,4
122758,628614,3
122758,630278,4
122758,630406,3
122758,630407,4
122758,630638,6
122758,630662,2
122758,630663,3
122758,630692,4
122758,630693,5
122758,630694,3
122758,630710,4
122758,630711,5
122758,631296,10
122758,631298,9
122758,631680,8
122758,631682,7
122758,632320,9
122758,632322,8
122758,632326,7
122758,632454,6
122758,632578,7
122758,632582,6
122758,632704,7
122758,632706,6
122758,632710,5
122758,633728,7
122758,633730,6
122758,634368,8
122758,634370,7
122758,634372,7
122758,634374,6
122758,634498,6
122758,634502,5
122758,634534,6
122758,634566,6
122758,634626,6
122758,634630,5
122758,634752,6
122758,634754,5
122758,634755,6
122758,634758,4
122758,634759,5
122758,634762,6
122758,634767,6
122758,634790,5
122758,634822,5
122758,635782,5
122758,636544,7
122758,636550,5
122758,636806,4
122758,637698,6
122758,637824,6
122758,637826,5
122758,637830,4
122758,637862,5
122758,638318,8
122758,638464,7
122758,638466,6
122758,638470,5
122758,638592,6
122758,638598,4
122758,638599,5
122758,638630,5
122758,638720,6
122758,638722,5
122758,638758,5
122758,638822,6
122758,638830,7
122758,638848,5
122758,638850,4
122758,638851,5
122758,638854,3
122758,638855,4
122758,638856,6
122758,638858,5
122758,638863,5
122758,638871,5
122758,638882,5
122758,638886,4
122758,638890,6
122758,638894,5
122758,638895,6
122758,638902,5
122758,638903,6
122758,639488,8
122758,639490,7
122758,640518,5
122758,640774,4
122758,640902,3
122758,641926,3
122758,642694,3
122758,642818,4
122758,642822,3
122758,642950,2
122758,642951,3
122758,646022,2
122758,646934,3
122758,647046,1
122758,647047,2
122758,647062,2
122758,647078,2
122758,647680,9
122758,647682,8
122758,648064,7
122758,648066,6
122758,648198,7
122758,648706,7
122758,648710,6
122758,649094,4
122758,649730,7
122758,650114,5
122758,650118,4
122758,650150,5
122758,650754,6
122758,650886,4
122758,651010,5
122758,651014,4
122758,651136,5
122758,651138,4
122758,651142,3
122758,651143,4
122758,651174,4
122758,653958,4
122758,654210,4
122758,654214,3
122758,654215,4
122758,654246,4
122758,654850,5
122758,654854,4
122758,654982,3
122758,655104,5
122758,655106,4
122758,655110,3
122758,655234,3
122758,655235,4
122758,655238,2
122758,655239,3
122758,720775,5
122758,722818,7
122758,724866,6
122758,733058,7
122758,755590,5
122758,755591,6
122758,757634,5
122758,757639,5
122758,759686,4
122758,761728,5
122758,761734,3
122758,761762,5
122758,761765,6
122758,761766,4
122758,761798,4
122758,761830,5
122758,762752,9
122758,762758,7
122758,763394,9
122758,763777,9
122758,763778,7
122758,763783,7
122758,764800,8
122758,765442,8
122758,765444,8
122758,765446,7
122758,765575,7
122758,765698,7
122758,765702,6
122758,765826,6
122758,765827,7
122758,765830,5
122758,765831,6
122758,768514,8
122758,768770,7
122758,768902,5
122758,769538,7
122758,769539,8
122758,769540,7
122758,769542,6
122758,769570,8
122758,769571,9
122758,769670,5
122758,769671,6
122758,769830,6
122758,769920,6
122758,769922,5
122758,769926,4
122758,769927,5
122758,769942,5
122758,769943,6
122758,769957,7
122758,769958,5
122758,769959,6
122758,769965,8
122758,769967,7
122758,769974,6
122758,769975,7
122758,774022,3
122758,774023,4
122758,778006,4
122758,778118,2
122758,778134,3
122758,779136,8
122758,779142,6
122758,779143,7
122758,780166,5
122758,780807,8
122758,780935,7
122758,781190,5
122758,781191,6
122758,782210,5
122758,782211,6
122758,782213,6
122758,782214,4
122758,782215,5
122758,784902,6
122758,784903,7
122758,785026,6
122758,785030,5
122758,785062,6
122758,785286,4
122758,785287,5
122758,785318,5
122758,785924,6
122758,785926,5
122758,786306,4
122758,786309,5
122758,786310,3
122758,786311,4
122758,786342,4
122758,820870,7
122758,821126,6
122758,829319,8
122758,831367,7
122758,864134,6
122758,885634,7
122758,885638,6
122758,886534,6
122758,886656,7
122758,886658,6
122758,886662,5
122758,886663,6
122758,886678,6
122758,888706,5
122758,888710,4
122758,888726,5
122758,890496,7
122758,892802,4
122758,892806,3
122758,893569,11
122758,893825,10
122758,893826,8
122758,893829,9
122758,893830,7
122758,893831,8
122758,894470,8
122758,894593,10
122758,894595,9
122758,894726,7
122758,894848,8
122758,894850,7
122758,894854,6
122758,894855,7
122758,896646,6
122758,896710,7
122758,896896,7
122758,896902,5
122758,896903,6
122758,898688,8
122758,900998,4
122758,900999,5
122758,901002,6
122758,903046,4
122758,904070,4
122758,904966,4
122758,905094,3
122758,905095,4
122758,905110,4
122758,909062,3
122758,909190,2
122758,909206,3
122758,909826,9
122758,909953,10
122758,910209,9
122758,910982,6
122758,911232,7
122758,911234,6
122758,911235,7
122758,911236,6
122758,911238,5
122758,911874,8
122758,912262,5
122758,912902,6
122758,913030,5
122758,913158,5
122758,913283,6
122758,913286,4
122758,913287,5
122758,914048,8
122758,914304,7
122758,915072,7
122758,915334,4
122758,915335,5
122758,917254,4
122758,917382,3
122758,917383,4
122758,952198,7
122758,960390,8
122758,995206,7
122758,995207,8
122758,999303,7
122758,1008513,11
122758,1008517,10
122758,1008518,8
122758,1008519,9
122758,1009543,8
122758,1016704,9
122758,1016706,8
122758,1016711,8
122758,1017474,8
122758,1017728,8
122758,1017730,7
122758,1017734,6
122758,1017735,7
122758,1019778,6
122758,1019782,5
122758,1019783,6
122758,1021830,5
122758,1023879,5
122758,1024896,10
122758,1024902,8
122758,1024903,9
122758,1024966,9
122758,1024998,10
122758,1025536,11
122758,1025538,10
122758,1025664,10
122758,1025665,11
122758,1025666,9
122758,1025667,10
122758,1025668,9
122758,1025671,9
122758,1025799,9
122758,1025920,9
122758,1025921,10
122758,1025922,8
122758,1025924,8
122758,1025925,9
122758,1025926,7
122758,1025927,8
122758,1026946,8
122758,1026950,7
122758,1027014,8
122758,1027584,10
122758,1027586,9
122758,1027713,10
122758,1027714,8
122758,1027715,9
122758,1027718,7
122758,1027719,8
122758,1027847,8
122758,1027968,8
122758,1027969,9
122758,1027970,7
122758,1027971,8
122758,1027972,7
122758,1027973,8
122758,1027974,6
122758,1027975,7
122758,1028038,7
122758,1028804,10
122758,1028806,9
122758,1028838,10
122758,1029094,9
122758,1030022,6
122758,1031046,6
122758,1031047,7
122758,1031682,8
122758,1031687,8
122758,1031719,9
122758,1031815,7
122758,1031847,8
122758,1031974,7
122758,1032064,7
122758,1032066,6
122758,1032068,6
122758,1032070,5
122758,1032071,6
122758,1032134,6
122758,1033089,9
122758,1034118,5
122758,1038214,4
122758,1040263,4
122758,1040898,10
122758,1041280,9
122758,1041281,10
122758,1041286,7
122758,1041922,9
122758,1042050,8
122758,1042051,9
122758,1042304,8
122758,1042310,6
122758,1042311,7
122758,1042342,7
122758,1043330,7
122758,1043334,6
122758,1043968,9
122758,1043969,10
122758,1044103,7
122758,1044354,6
122758,1044355,7
122758,1044357,7
122758,1044358,5
122758,1044359,6
122758,1044390,6
122758,1047430,5
122758,1047431,6
122758,1047438,6
122758,1047439,7
122758,1048326,5
122758,1048448,6
122758,1048450,5
122758,1048454,4
122758,1048455,5
123399,0,8
123399,2,7
123399,512,7
123399,514,6
123399,642,7
123399,8194,6
123399,8195,5
123399,8704,6
123399,16384,7
123399,16386,6
123399,16896,6
123399,16898,5
123399,32768,7
123399,33280,6
123399,33282,5
123399,49232,8
123399,49240,9
123399,66048,6
123399,74240,5
123399,82432,5
123399,92674,4
123399,92676,4
123399,92678,3
123399,92802,5
123399,93698,5
123399,97158,6
123399,98304,6
123399,98816,5
123399,98818,4
123399,98822,3
123399,98951,3
123399,99072,6
123399,99078,4
123399,99079,3
123399,99206,5
123399,99840,6
123399,99842,5
123399,99847,3
123399,99968,7
123399,100096,7
123399,100102,5
123399,100226,7
123399,100230,6
123399,100231,5
123399,100998,5
123399,101254,6
123399,101888,7
123399,102016,8
123399,102275,7
123399,102276,8
123399,102278,7
123399,102279,6
123399,107008,4
123399,107010,3
123399,107014,2
123399,107015,1
123399,107136,5
123399,107137,4
123399,107143,2
123399,107392,6
123399,107393,5
123399,107396,5
123399,107398,4
123399,107399,3
123399,108032,5
123399,108035,3
123399,108038,3
123399,108039,2
123399,108294,4
123399,108416,7
123399,108418,6
123399,108422,5
123399,108423,4
123399,109059,3
123399,109187,4
123399,109315,4
123399,109446,5
123399,109447,4
123399,110080,6
123399,110084,5
123399,110086,4
123399,110208,7
123399,110212,6
123399,110464,8
123399,110466,7
123399,110470,6
123399,114176,7
123399,114688,5
123399,114695,2
123399,114821,4
123399,115077,5
123399,115200,4
123399,115202,3
123399,115205,2
123399,115206,2
123399,115207,1
123399,115332,4
123399,115333,3
123399,115334,3
123399,115335,2
123399,115456,5
123399,115458,4
123399,115462,3
123399,115463,2
123399,115588,5
123399,115590,4
123399,115714,5
123399,116226,4
123399,116230,3
123399,116231,2
123399,116352,6
123399,116356,5
123399,116358,4
123399,116359,3
123399,116486,4
123399,116612,6
123399,117248,5
123399,118272,6
123399,118663,5
123399,118786,5
123399,118790,4
123399,119810,6
123399,121348,5
123399,122880,4
123399,122882,3
123399,122883,2
123399,122886,2
123399,122887,1
123399,122951,2
123399,123392,3
123399,123393,2
123399,123394,2
123399,123395,1
123399,123396,2
123399,123397,1
123399,123398,1
123399,123399,0
123399,123426,3
123399,123463,1
123399,123471,2
123399,123520,4
123399,123521,3
123399,123522,3
123399,123523,2
123399,123524,3
123399,123525,2
123399,123526,2
123399,123527,1
123399,123652,3
123399,123654,2
123399,123655,1
123399,123776,5
123399,123777,4
123399,123780,4
123399,123781,3
123399,123782,3
123399,123783,2
123399,124416,4
123399,124418,3
123399,124422,2
123399,124423,1
123399,124544,5
123399,124800,6
123399,124804,5
123399,124806,4
123399,124935,2
123399,124999,3
123399,125440,4
123399,125442,3
123399,125443,2
123399,125444,3
123399,125445,2
123399,125446,2
123399,125447,1
123399,125511,2
123399,125568,5
123399,125569,4
123399,125570,4
123399,125571,3
123399,125573,3
123399,125574,3
123399,125575,2
123399,125699,3
123399,125700,4
123399,125702,3
123399,125703,2
123399,125824,6
123399,125826,5
123399,125828,5
123399,125830,4
123399,125831,3
123399,126464,5
123399,126466,4
123399,126468,4
123399,126469,3
123399,126470,3
123399,126471,2
123399,126592,6
123399,126599,3
123399,126722,5
123399,126724,5
123399,126848,7
123399,126850,6
123399,126852,6
123399,126854,5
123399,127495,1
123399,128512,5
123399,129540,4
123399,129542,3
123399,129543,2
123399,129922,6
123399,129926,5
123399,130560,6
123399,130562,5
123399,130564,5
123399,130565,4
123399,130566,4
123399,130567,3
123399,130818,6
123399,130944,8
123399,130946,7
123399,130948,7
123399,139267,6
123399,139779,5
123399,139783,4
123399,172547,4
123399,172551,3
123399,173571,5
123399,189955,4
123399,230023,4
123399,232960,8
123399,233216,9
123399,238468,6
123399,238469,5
123399,238471,4
123399,239107,4
123399,239488,8
123399,239490,7
123399,239494,6
123399,240519,5
123399,245638,8
123399,245766,4
123399,246407,3
123399,246530,5
123399,249862,5
123399,253958,3
123399,254464,4
123399,254468,3
123399,254471,1
123399,254543,3
123399,254594,4
123399,254598,3
123399,255488,5
123399,256512,5
123399,256514,4
123399,256516,4
123399,256518,3
123399,256774,4
123399,256775,3
123399,256902,5
123399,257538,5
123399,257543,3
123399,257671,4
123399,257926,6
123399,257927,5
123399,260610,5
123399,260864,7
123399,260998,6
123399,261638,5
123399,262018,8
123399,262022,7
123399,262656,8
123399,278528,8
123399,295424,7
123399,295430,5
123399,295432,8
123399,296448,8
123399,296454,6
123399,311296,7
123399,311376,9
123399,311380,8
123399,311808,6
123399,311814,4
123399,311816,7
123399,312320,8
123399,312322,7
123399,312836,6
123399,312838,5
123399,320384,7
123399,328192,7
123399,336771,6
123399,337412,6
123399,344064,7
123399,344068,6
123399,344576,6
123399,344580,5
123399,344582,4
123399,344832,7
123399,344960,8
123399,345092,7
123399,345606,5
123399,352256,6
123399,352768,5
123399,352769,4
123399,352772,4
123399,352773,3
123399,352774,3
123399,352775,2
123399,352902,4
123399,353024,6
123399,353028,5
123399,353030,4
123399,353152,7
123399,353156,6
123399,353796,5
123399,354820,5
123399,355204,7
123399,360454,5
123399,360836,8
123399,360960,6
123399,360962,5
123399,360966,4
123399,360968,7
123399,361216,7
123399,361344,8
123399,361346,7
123399,361348,7
123399,361350,6
123399,361600,9
123399,361604,8
123399,361984,7
123399,361986,6
123399,361988,6
123399,361990,5
123399,361991,4
123399,362112,8
123399,362114,7
123399,362240,8
123399,362242,7
123399,362246,6
123399,362247,5
123399,362368,9
123399,362370,8
123399,362372,8
123399,362374,7
123399,362375,6
123399,364418,9
123399,364804,8
123399,364932,9
123399,368642,5
123399,369152,5
123399,369154,4
123399,369158,3
123399,369159,2
123399,369280,6
123399,369286,4
123399,369287,3
123399,369414,4
123399,369536,7
123399,369540,6
123399,369542,5
123399,369543,4
123399,370176,6
123399,370178,5
123399,370180,5
123399,370182,4
123399,370306,6
123399,370310,5
123399,370311,4
123399,370434,6
123399,370566,6
123399,372226,6
123399,372357,6
123399,372609,8
123399,372613,7
123399,372621,8
123399,372673,9
123399,372681,10
123399,372685,9
123399,376832,6
123399,376834,5
123399,376836,5
123399,376838,4
123399,376839,3
123399,376897,6
123399,376905,7
123399,376913,7
123399,376916,7
123399,376917,6
123399,377094,5
123399,377095,4
123399,377220,7
123399,377221,6
123399,377344,5
123399,377345,4
123399,377346,4
123399,377348,4
123399,377350,3
123399,377351,2
123399,377472,6
123399,377476,5
123399,377478,4
123399,377600,6
123399,377602,5
123399,377606,4
123399,377732,6
123399,377734,5
123399,377858,6
123399,377860,6
123399,378368,6
123399,378370,5
123399,378372,5
123399,378374,4
123399,378500,6
123399,378626,6
123399,378628,6
123399,378630,5
123399,378752,8
123399,378754,7
123399,378758,6
123399,379782,6
123399,380416,7
123399,381188,7
123399,381190,6
123399,385024,5
123399,385025,4
123399,385026,4
123399,385536,4
123399,385537,3
123399,385538,3
123399,385539,2
123399,385540,3
123399,385541,2
123399,385542,2
123399,385543,1
123399,385570,4
123399,385664,5
123399,385666,4
123399,385667,3
123399,385669,3
123399,385670,3
123399,385671,2
123399,385792,5
123399,385794,4
123399,385798,3
123399,385799,2
123399,385920,6
123399,385921,5
123399,385922,5
123399,385924,5
123399,385926,4
123399,385927,3
123399,386560,5
123399,386562,4
123399,386563,3
123399,386564,4
123399,386566,3
123399,386567,2
123399,386694,4
123399,386816,6
123399,386820,5
123399,386822,4
123399,386823,3
123399,386944,7
123399,386946,6
123399,386950,5
123399,386951,4
123399,387584,5
123399,387585,4
123399,387586,4
123399,387587,3
123399,387588,4
123399,387589,3
123399,387590,3
123399,387591,2
123399,387600,6
123399,387717,4
123399,387719,3
123399,387842,5
123399,387846,4
123399,387974,5
123399,387975,4
123399,388608,6
123399,388612,5
123399,388614,4
123399,388615,3
123399,388741,5
123399,388868,6
123399,388998,6
123399,389638,3
123399,392710,5
123399,393728,9
123399,417793,7
123399,417797,6
123399,426496,8
123399,427522,8
123399,427526,7
123399,434688,7
123399,436103,7
123399,442880,7
123399,442886,5
123399,442888,8
123399,443906,7
123399,443910,6
123399,450569,7
123399,450633,8
123399,451074,5
123399,451078,4
123399,451206,5
123399,451458,7
123399,452098,6
123399,452230,6
123399,452231,5
123399,452482,8
123399,452487,6
123399,475136,8
123399,475137,7
123399,483329,6
123399,483333,5
123399,483341,6
123399,483847,3
123399,484100,6
123399,484102,5
123399,484224,8
123399,485895,4
123399,486276,8
123399,491521,7
123399,492416,9
123399,492418,8
123399,493188,8
123399,493189,7
123399,493314,8
123399,493318,7
123399,493440,10
123399,493442,9
123399,493444,9
123399,493446,8
123399,493447,7
123399,495360,10
123399,495362,9
123399,495492,10
123399,495494,9
123399,495495,8
123399,497415,7
123399,497542,9
123399,497543,8
123399,499463,8
123399,499590,10
123399,499591,9
123399,499713,6
123399,499717,5
123399,499719,4
123399,500224,6
123399,500230,4
123399,500352,7
123399,500353,6
123399,500608,8
123399,500609,7
123399,500610,7
123399,500612,7
123399,500613,6
123399,500614,6
123399,500615,5
123399,500751,6
123399,501250,6
123399,501254,5
123399,501506,7
123399,501510,6
123399,501632,9
123399,501633,8
123399,501634,8
123399,501636,8
123399,501638,7
123399,501639,6
123399,502276,6
123399,502400,8
123399,502404,7
123399,502791,6
123399,502799,7
123399,503303,5
123399,503431,6
123399,503554,8
123399,503558,7
123399,503681,9
123399,503686,8
123399,503687,7
123399,503753,11
123399,503757,10
123399,507904,7
123399,507905,6
123399,507977,8
123399,508417,5
123399,508418,5
123399,508420,5
123399,508421,4
123399,508423,3
123399,508551,4
123399,508672,7
123399,508674,6
123399,508800,8
123399,508802,7
123399,508806,6
123399,509440,7
123399,509446,5
123399,509447,4
123399,509702,6
123399,509830,7
123399,509831,6
123399,510854,7
123399,511488,8
123399,511492,7
123399,511879,7
123399,516096,6
123399,516097,5
123399,516103,3
123399,516105,6
123399,516109,5
123399,516111,4
123399,516169,7
123399,516358,5
123399,516608,5
123399,516609,4
123399,516610,4
123399,516611,3
123399,516613,3
123399,516614,3
123399,516615,2
123399,516736,6
123399,516737,5
123399,516738,5
123399,516740,5
123399,516741,4
123399,516743,3
123399,516864,6
123399,516866,5
123399,516868,5
123399,516870,4
123399,516992,7
123399,516994,6
123399,516996,6
123399,516998,5
123399,517000,8
123399,517004,7
123399,517135,5
123399,517632,6
123399,517634,5
