config_from,config_to,t_to
1042304,370560,51
1042304,648706,51
1042304,108416,51
1042304,508806,51
1042304,493440,51
1042304,765824,51
1042304,1027970,51
1042304,501633,51
1042304,1044230,51
1042304,913286,51
1042304,1025926,51
1042304,518022,51
1042304,1041287,51
1042304,493446,51
1042304,263108,51
1042304,780166,51
1042304,1044359,51
1042304,516992,51
1042304,519680,51
1042304,886662,51
1042304,364416,51
1042304,516992,51
1042304,493440,51
1042304,1025926,51
1042304,1017728,51
1042304,911239,51
1042304,493447,51
1042304,378753,51
1042304,361344,51
1042304,761734,51
1042304,1025923,51
1042304,1027975,51
1042304,484224,51
1042304,1016832,51
1042304,1027971,51
1042304,386944,51
1042304,369542,51
1042304,1025926,51
1042304,507904,51
1042304,634758,51
1042304,468867,51
1042304,385538,51
1042304,1016708,51
1042304,1025927,51
1042304,370566,51
1042304,518912,51
1042304,517894,51
1042304,1017728,51
1042304,493446,51
1042304,765830,51
1042304,861702,51
1042304,1041284,51
1042304,503686,51
1042304,516992,51
1042304,516992,51
1042304,372614,51
1042304,629760,51
1042304,886660,51
1042304,1032068,51
1042304,362368,51
1042304,1031942,51
1042304,1042048,51
1042304,886662,51
1042304,1027974,51
1042304,370564,51
1042304,520067,51
1042304,1041280,51
1042304,524163,51
370630,501638,51
370630,385926,51
370630,296710,51
370630,894854,51
370630,650754,51
370630,362374,51
370630,517634,51
370630,378752,51
370630,626579,51
370630,951874,51
370630,952198,51
370630,623490,51
370630,1017734,51
370630,104326,51
370630,1016708,51
370630,369540,51
370630,894850,51
370630,99201,51
370630,388999,51
370630,1027975,51
370630,378626,51
370630,377798,51
370630,886662,51
370630,1042311,51
370630,385798,51
370630,361350,51
370630,501638,51
370630,894850,51
370630,886662,51
370630,362368,51
370630,100224,51
370630,370566,51
370630,894593,51
370630,393094,51
370630,378758,51
370630,1041280,51
370630,364422,51
370630,362375,51
370630,501638,51
370630,370566,51
370630,493446,51
370630,1027975,51
370630,1025923,51
370630,386950,51
370630,509830,51
370630,362374,51
370630,385926,51
370630,370566,51
370630,624514,51
370630,1027974,51
370630,640642,51
370630,761734,51
370630,503681,51
370630,388998,51
370630,500614,51
370630,755585,51
370630,378624,51
370630,361350,51
370630,1027975,51
370630,362372,51
370630,509702,51
370630,495494,51
370630,501639,51
370630,103302,51
370630,624518,51
370630,493446,51
370630,519942,51
370630,99200,51
370630,1025926,51
370630,1036166,51
370630,634752,51
370630,1025927,51
370630,1025794,51
370630,362374,51
370630,100096,51
370630,386950,51
370630,503692,51
370630,952070,51
370630,765831,51
370630,493440,51
370630,516614,51
370630,1028006,51
370630,312070,51
370630,501319,51
370630,634754,51
370630,520070,51
370630,1042306,51
370630,500480,51
370630,1025922,51
370630,649734,51
370630,1025921,51
370630,626560,51
370630,557055,51
370630,894592,51
370630,1025926,51
370630,1023887,51
370630,369606,51
370630,501634,51
370630,894848,51
370630,1048487,51
769926,1032102,51
769926,769666,51
769926,520070,51
769926,370564,51
769926,372614,51
769926,632711,51
769926,1044226,51
769926,1025926,51
769926,634752,51
769926,1033095,51
769926,1032070,51
769926,241542,51
769926,1017734,51
769926,782214,51
769926,765830,51
769926,503686,51
769926,769927,51
769926,624518,51
769926,1025926,51
769926,503687,51
769926,372608,51
769926,1042311,51
769926,765830,51
769926,114562,51
769926,769926,51
769926,626562,51
769926,1017735,51
769926,763783,51
769926,1032070,51
769926,913282,51
769926,634758,51
769926,769975,51
769926,495488,51
769926,769814,51
769926,493318,51
769926,765830,51
769926,638854,51
769926,634754,51
769926,786310,51
769926,781830,51
769926,1048454,51
769926,102278,51
769926,1027974,51
769926,121732,51
769926,626566,51
769926,900994,51
769926,655238,51
769926,769958,51
769926,651142,51
769926,769926,51
769926,638855,51
769926,634370,51
769926,637878,51
769926,110464,51
769926,638848,51
769926,1048471,51
769926,634752,51
769926,245632,51
769926,886534,51
769926,502658,51
769926,245711,51
769926,634759,51
769926,364422,51
769926,1017734,51
769926,786367,51
769926,769954,51
769926,779910,51
769926,1025922,51
769926,638886,51
769926,894850,51
769926,1047430,51
769926,786338,51
769926,638855,51
769926,1044354,51
769926,769927,51
769926,1032071,51
769926,1042310,51
769926,1044375,51
769926,1027975,51
769926,634754,51
769926,769962,51
769926,114310,51
769926,110466,51
769926,1032102,51
769926,1048455,51
769926,110209,51
769926,631296,51
769926,520069,51
769926,1048454,51
769926,765825,51
769926,1032071,51
769926,114566,51
769926,638854,51
769926,785319,51
769926,769927,51
769926,110466,51
769926,786311,51
769926,108422,51
769926,786310,51
769926,757634,51
370438,763399,51
370438,1041920,51
370438,370179,51
370438,1025926,51
370438,516998,51
370438,568966,51
370438,637856,51
370438,385670,51
370438,362246,51
370438,108416,51
370438,362375,51
370438,520070,51
370438,108422,51
370438,501249,51
370438,503687,51
370438,634496,51
370438,984966,51
370438,896903,51
370438,1025926,51
370438,903046,51
370438,378496,51
370438,1033730,51
370438,1017350,51
370438,122374,51
370438,785282,51
370438,649094,51
370438,500613,51
370438,393094,51
370438,378502,51
370438,388999,51
370438,1042310,51
370438,1042311,51
370438,361862,51
370438,894862,51
370438,893570,51
370438,501638,51
370438,1019783,51
370438,1025926,51
370438,362374,51
370438,1041926,51
370438,634754,51
370438,632710,51
370438,648902,51
370438,503682,51
370438,624518,51
370438,517894,51
370438,1044096,51
370438,100226,51
370438,624130,51
370438,1025926,51
370438,1027716,51
370438,1027584,51
370438,894854,51
370438,1017734,51
370438,451456,51
370438,1025671,51
370438,377728,51
370438,500614,51
370438,1044358,51
370438,1016727,51
370438,1017350,51
370438,650758,51
370438,380678,51
370438,1025538,51
370438,8126,51
370438,370567,51
370438,508806,51
370438,493314,51
370438,1017730,51
370438,918530,51
370438,364422,51
370438,1025926,51
370438,110080,51
370438,361984,51
370438,632322,51
370438,296710,51
370438,1025543,51
370438,362246,51
370438,1017734,51
370438,1017734,51
370438,769926,51
370438,362374,51
370438,110086,51
370438,370560,51
370438,362375,51
370438,886274,51
370438,1027847,51
370438,763782,51
370438,361990,51
370438,362374,51
370438,1041280,51
370438,1027975,51
370438,648960,51
370438,1026694,51
370438,720791,51
370438,634754,51
370438,370566,51
370438,630658,51
370438,377478,51
370438,362374,51
362368,886662,51
362368,500609,51
362368,388994,51
362368,500608,51
362368,386822,51
362368,361356,51
362368,1027969,51
362368,378626,51
362368,385920,51
362368,501632,51
362368,296454,51
362368,501632,51
362368,624512,51
362368,1027970,51
362368,503687,51
362368,372608,51
362368,99200,51
362368,623494,51
362368,909824,51
362368,1017734,51
362368,377766,51
362368,626562,51
362368,378758,51
362368,894855,51
362368,886656,51
362368,1017734,51
362368,378756,51
362368,626560,51
362368,362248,51
362368,886656,51
362368,516614,51
362368,329222,51
362368,1044354,51
362368,632448,51
362368,896896,51
362368,894849,51
362368,361344,51
362368,287620,51
362368,1017730,51
362368,362368,51
362368,115584,51
362368,378368,51
362368,518021,51
362368,1016704,51
362368,101248,51
362368,508806,51
362368,362370,51
362368,329606,51
362368,102016,51
362368,362368,51
362368,755584,51
362368,626566,51
362368,1034118,51
362368,501638,51
362368,639874,51
362368,978819,51
362368,110464,51
362368,493440,51
362368,385920,51
362368,239495,51
362368,1042944,51
362368,100226,51
362368,362372,51
362368,361216,51
362368,378626,51
362368,370560,51
362368,632704,51
362368,894854,51
362368,1025930,51
362368,360960,51
362368,361344,51
362368,370582,51
362368,364422,51
362368,501638,51
362368,493446,51
362368,632710,51
362368,1017728,51
362368,1017730,51
362368,1025927,51
362368,886662,51
362368,894848,51
362368,377732,51
362368,910209,51
362368,518018,51
362368,108160,51
362368,780162,51
362368,493440,51
362368,370564,51
362368,99840,51
362368,107008,51
362368,1025664,51
362368,624518,51
362368,493446,51
362368,623488,51
362368,98304,51
362368,1017734,51
362368,885760,51
362368,754562,51
362368,893824,51
362368,377474,51
1027968,1027970,51
1027968,1025926,51
1027968,768896,51
1027968,516102,51
1027968,765830,51
1027968,894854,51
1027968,894854,51
1027968,362374,51
1027968,1027975,51
1027968,765568,51
1027968,1027974,51
1027968,1027969,51
1027968,1025926,51
1027968,476036,51
1027968,507654,51
1027968,778754,51
1027968,782209,51
1027968,769923,51
1027968,634626,51
1027968,361986,51
1027968,500480,51
1027968,765826,51
1027968,1017739,51
1027968,493446,51
1027968,650752,51
1027968,1017728,51
1027968,1025538,51
1027968,1025671,51
1027968,493447,51
1027968,1017606,51
1027968,1017734,51
1027968,632321,51
1027968,107520,51
1027968,378372,51
1027968,520071,51
1027968,765569,51
1027968,518016,51
1027968,1032099,51
1027968,1016838,51
1027968,391046,51
1027968,503680,51
1027968,1025922,51
1027968,520071,51
1027968,632706,51
1027968,1025927,51
1027968,1027970,51
1027968,624520,51
1027968,632710,51
1027968,1032069,51
1027968,1027971,51
1027968,1025926,51
1027968,769956,51
1027968,1025926,51
1027968,765830,51
1027968,507782,51
1027968,768901,51
1027968,634754,51
1027968,1027972,51
1027968,520069,51
1027968,1025927,51
1027968,765830,51
1027968,126854,51
1027968,786309,51
1027968,1025922,51
1027968,1027969,51
1027968,110465,51
1027968,501638,51
1027968,1042304,51
1027968,1025794,51
1027968,626304,51
1027968,102272,51
1027968,1027974,51
1027968,362370,51
1027968,769926,51
1027968,503684,51
1027968,1024897,51
1027968,518023,51
1027968,100230,51
1027968,763777,51
1027968,1034118,51
1027968,1025926,51
1027968,1027968,51
1027968,634752,51
1027968,1025922,51
1027968,769921,51
1027968,634758,51
1027968,501635,51
1027968,651136,51
1027968,1027968,51
1027968,1017606,51
1027968,1014662,51
1027968,634753,51
1027968,492420,51
1027968,370562,51
1027968,102274,51
1027968,501376,51
1027968,516610,51
1027968,505734,51
1027968,501638,51
1027968,632704,51
638854,637568,51
638854,509700,51
638854,770038,51
638854,626566,51
638854,245638,51
638854,1048454,51
638854,1027975,51
638854,634758,51
638854,1027975,51
638854,1041286,51
638854,130950,51
638854,901638,51
638854,786310,51
638854,886406,51
638854,769926,51
638854,1032071,51
638854,1027974,51
638854,650754,51
638854,786309,51
638854,104322,51
638854,623488,51
638854,126863,51
638854,507782,51
638854,769922,51
638854,1047430,51
638854,769983,51
638854,1042182,51
638854,769952,51
638854,634496,51
638854,769926,51
638854,655238,51
638854,769926,51
638854,1032070,51
638854,769926,51
638854,245638,51
638854,1032071,51
638854,769920,51
638854,1027970,51
638854,785926,51
638854,655238,51
638854,240134,51
638854,1048450,51
638854,1044359,51
638854,262018,51
638854,377734,51
638854,1027974,51
638854,651142,51
638854,108032,51
638854,638854,51
638854,369536,51
638854,1030023,51
638854,630662,51
638854,655238,51
638854,110464,51
638854,638854,51
638854,765827,51
638854,1042182,51
638854,655254,51
638854,634754,51
638854,769926,51
638854,1027974,51
638854,1027974,51
638854,765830,51
638854,638854,51
638854,765830,51
638854,1048455,51
638854,765830,51
638854,126855,51
638854,1025926,51
638854,769920,51
638854,118402,51
638854,1027974,51
638854,108033,51
638854,114560,51
638854,638902,51
638854,1048454,51
638854,101892,51
638854,126854,51
638854,770022,51
638854,1048454,51
638854,655238,51
638854,503686,51
638854,102278,51
638854,1043975,51
638854,108418,51
638854,1027974,51
638854,763526,51
638854,786310,51
638854,896903,51
638854,1027713,51
638854,769959,51
638854,886662,51
638854,1042306,51
638854,763779,51
638854,1032070,51
638854,886662,51
638854,1032071,51
638854,1027974,51
638854,1027974,51
638854,894854,51
774016,755587,51
774016,765830,51
774016,500608,51
774016,1032066,51
774016,1042304,51
774016,1024641,51
774016,624518,51
774016,1025926,51
774016,362368,51
774016,623232,51
774016,130949,51
774016,786353,51
774016,634498,51
774016,638854,51
774016,1024898,51
774016,114176,51
774016,765824,51
774016,651142,51
774016,638596,51
774016,1032066,51
774016,125440,51
774016,886658,51
774016,1042055,51
774016,650754,51
774016,960391,51
774016,1025538,51
774016,912896,51
774016,782215,51
774016,1027974,51
774016,1032078,51
774016,782082,51
774016,370564,51
774016,786310,51
774016,501634,51
774016,755206,51
774016,634754,51
774016,1017734,51
774016,492418,51
774016,624514,51
774016,129924,51
774016,917382,51
774016,386948,51
774016,130560,51
774016,129920,51
774016,362374,51
774016,903042,51
774016,786110,51
774016,1025926,51
774016,457229,51
774016,501638,51
774016,503687,51
774016,634754,51
774016,361990,51
774016,1027975,51
774016,769922,51
774016,1024902,51
774016,782213,51
774016,520069,51
774016,518018,51
774016,765825,51
774016,459651,51
774016,110496,51
774016,508672,51
774016,516998,51
774016,508806,51
774016,516992,51
774016,524160,51
774016,624518,51
774016,392070,51
774016,917378,51
774016,626560,51
774016,558080,51
774016,130950,51
774016,558984,51
774016,361984,51
774016,628610,51
774016,911232,51
774016,511878,51
774016,362374,51
774016,370560,51
774016,1027968,51
774016,1042054,51
774016,108162,51
774016,100226,51
774016,1027714,51
774016,117248,51
774016,245632,51
774016,1027970,51
774016,786178,51
774016,624263,51
774016,1025926,51
774016,1019776,51
774016,786318,51
774016,626567,51
774016,1017350,51
774016,511872,51
774016,1027969,51
774016,372614,51
774016,638854,51
774016,106374,51
501638,634752,51
501638,501638,51
501638,361350,51
501638,370566,51
501638,516870,51
501638,331654,51
501638,522758,51
501638,503683,51
501638,1042310,51
501638,100246,51
501638,1025922,51
501638,361350,51
501638,1025922,51
501638,362374,51
501638,370566,51
501638,894466,51
501638,1025926,51
501638,1025922,51
501638,1042310,51
501638,516992,51
501638,372614,51
501638,631431,51
501638,1025926,51
501638,909824,51
501638,1025927,51
501638,329478,51
501638,1044359,51
501638,501638,51
501638,1017735,51
501638,370566,51
501638,501638,51
501638,493442,51
501638,506758,51
501638,501638,51
501638,372610,51
501638,495495,51
501638,960005,51
501638,624518,51
501638,362370,51
501638,362374,51
501638,1025666,51
501638,386950,51
501638,1025921,51
501638,885510,51
501638,1048454,51
501638,378624,51
501638,501638,51
501638,518022,51
501638,503687,51
501638,362370,51
501638,386950,51
501638,886530,51
501638,1025926,51
501638,508806,51
501638,1024899,51
501638,1025926,51
501638,1025921,51
501638,385926,51
501638,492418,51
501638,1025927,51
501638,642944,51
501638,124800,51
501638,1025922,51
501638,362246,51
501638,1027970,51
501638,509830,51
501638,1027972,51
501638,1027975,51
501638,501639,51
501638,501638,51
501638,1019783,51
501638,296838,51
501638,1025926,51
501638,501638,51
501638,1044359,51
501638,1044359,51
501638,632706,51
501638,501636,51
501638,1025927,51
501638,519938,51
501638,1048455,51
501638,1041028,51
501638,1027714,51
501638,1017730,51
501638,1025922,51
501638,1025538,51
501638,361990,51
501638,312192,51
501638,492422,51
501638,1025798,51
501638,511750,51
501638,378758,51
501638,493442,51
501638,1044355,51
501638,524166,51
501638,885639,51
501638,894848,51
501638,362374,51
501638,493446,51
501638,229249,51
508422,385926,51
508422,1025670,51
508422,386566,51
508422,388996,51
508422,388870,51
508422,623360,51
508422,385542,51
508422,377606,51
508422,492038,51
508422,896897,51
508422,886663,51
508422,376832,51
508422,361986,51
508422,912902,51
508422,361344,51
508422,126592,51
508422,1041671,51
508422,647814,51
508422,101894,51
508422,378370,51
508422,1048455,51
508422,634759,51
508422,902914,51
508422,386566,51
508422,100998,51
508422,1040902,51
508422,516097,51
508422,126466,51
508422,503430,51
508422,230272,51
508422,1041920,51
508422,856608,51
508422,385542,51
508422,1042311,51
508422,115712,51
508422,385536,51
508422,886663,51
508422,385926,51
508422,98304,51
508422,385798,51
508422,1042310,51
508422,1027846,51
508422,1024897,51
508422,912902,51
508422,483329,51
508422,55302,51
508422,468740,51
508422,361222,51
508422,493446,51
508422,362246,51
508422,909830,51
508422,123398,51
508422,377600,51
508422,640518,51
508422,500226,51
508422,451072,51
508422,501640,51
508422,894592,51
508422,377344,51
508422,361988,51
508422,1036034,51
508422,386566,51
508422,524166,51
508422,378630,51
508422,885632,51
508422,493440,51
508422,626182,51
508422,385558,51
508422,1030023,51
508422,508676,51
508422,509056,51
508422,385536,51
508422,377730,51
508422,516998,51
508422,642950,51
508422,1027975,51
508422,520070,51
508422,1003399,51
508422,1017346,51
508422,295426,51
508422,385540,51
508422,362370,51
508422,1008256,51
508422,377606,51
508422,328192,51
508422,231296,51
508422,344064,51
508422,361350,51
508422,886534,51
508422,501249,51
508422,361990,51
508422,648706,51
508422,377358,51
508422,377346,51
508422,377344,51
508422,385543,51
508422,385542,51
508422,372230,51
508422,385798,51
508422,519940,51
1031815,1027975,61
1031815,781826,61
1031815,520066,61
1031815,492934,61
1031815,1044359,61
1031815,492294,61
1031815,978439,61
1031815,894854,61
1031815,470919,61
1031815,886662,61
1031815,1043076,61
1031815,1027975,61
1031815,1044359,61
1031815,1048455,61
1031815,770023,61
1031815,1019783,61
1031815,1019791,61
1031815,638851,61
1031815,786343,61
1031815,638854,61
1031815,1044102,61
1031815,260998,61
1031815,769926,61
1031815,130564,61
1031815,509824,61
1031815,1017734,61
1031815,769790,61
1031815,1042310,61
1031815,1026951,61
1031815,1029632,61
1031815,514950,61
1031815,774023,61
1031815,916735,61
1031815,1032071,61
1031815,1027973,61
1031815,638854,61
1031815,1027974,61
1031815,1025926,61
1031815,955783,61
1031815,114566,61
1031815,1025926,61
1031815,262039,61
1031815,786311,61
1031815,372614,61
1031815,1025925,61
1031815,886400,61
1031815,769927,61
1031815,501506,61
1031815,632320,61
1031815,1048454,61
1031815,386948,61
1031815,630407,61
1031815,1044358,61
1031815,1025926,61
1031815,1042055,61
1031815,68480,61
1031815,503692,61
1031815,1025926,61
1031815,520066,61
1031815,1042306,61
1031815,894598,61
1031815,1044359,61
1031815,626562,61
1031815,569222,61
1031815,1027974,61
1031815,769926,61
1031815,767622,61
1031815,493446,61
1031815,765827,61
1031815,623360,61
1031815,126470,61
1031815,768646,61
1031815,1043334,61
1031815,519942,61
1031815,786309,61
1031815,765827,61
1031815,518023,61
1031815,1031938,61
1031815,634754,61
1031815,634759,61
1031815,1028998,61
1031815,642950,61
1031815,503559,61
1031815,364038,61
1031815,634497,61
1031815,1048454,61
1031815,1044358,61
1031815,1040387,61
1031815,1048454,61
1031815,1044358,61
1031815,765830,61
1031815,654853,61
1031815,1041287,61
1031815,1027715,61
1031815,520070,61
1031815,1025926,61
1031815,1044359,61
1031815,1044102,61
1031815,894854,61
1031815,769926,61
361984,886656,61
361984,649856,61
361984,516737,61
361984,1027974,61
361984,361344,61
361984,385664,61
361984,894466,61
361984,1027591,61
361984,98304,61
361984,99328,61
361984,378368,61
361984,370438,61
361984,114688,61
361984,362112,61
361984,370176,61
361984,493314,61
361984,1025927,61
361984,1017602,61
361984,362242,61
361984,100865,61
361984,501506,61
361984,1017735,61
361984,755586,61
361984,362372,61
361984,493441,61
361984,100230,61
361984,492544,61
361984,634752,61
361984,1025536,61
361984,492290,61
361984,1027713,61
361984,886656,61
361984,370176,61
361984,108160,61
361984,1024768,61
361984,626466,61
361984,909824,61
361984,361472,61
361984,99872,61
361984,360448,61
361984,517638,61
361984,99328,61
361984,352833,61
361984,362112,61
361984,99328,61
361984,634754,61
361984,654208,61
361984,108032,61
361984,508416,61
361984,296448,61
361984,361984,61
361984,99842,61
361984,1040896,61
361984,493440,61
361984,279552,61
361984,99840,61
361984,378758,61
361984,115456,61
361984,361984,61
361984,757638,61
361984,501248,61
361984,91904,61
361984,99264,61
361984,372614,61
361984,389638,61
361984,427910,61
361984,1025926,61
361984,508930,61
361984,344834,61
361984,378368,61
361984,362114,61
361984,501248,61
361984,763520,61
361984,336388,61
361984,386946,61
361984,647682,61
361984,910208,61
361984,362372,61
361984,639872,61
361984,1024512,61
361984,385536,61
361984,499584,61
361984,624128,61
361984,361984,61
361984,632450,61
361984,114434,61
361984,493318,61
361984,638862,61
361984,1042048,61
361984,370560,61
361984,886272,61
361984,765824,61
361984,115200,61
361984,886406,61
361984,1032706,61
361984,278537,61
361984,362114,61
361984,110470,61
361984,1017602,61
361984,762754,61
654262,984998,61
654262,769922,61
654262,769926,61
654262,1027974,61
654262,769983,61
654262,393094,61
654262,786306,61
654262,671737,61
654262,671743,61
654262,651154,61
654262,646022,61
654262,913286,61
654262,1042879,61
654262,885506,61
654262,621474,61
654262,110470,61
654262,769926,61
654262,634758,61
654262,769926,61
654262,655302,61
654262,769415,61
654262,638886,61
654262,490495,61
654262,785335,61
654262,638882,61
654262,769926,61
654262,503687,61
654262,890759,61
654262,769794,61
654262,785334,61
654262,769958,61
654262,130951,61
654262,260614,61
654262,94080,61
654262,1044999,61
654262,1048502,61
654262,655271,61
654262,1028994,61
654262,785318,61
654262,638870,61
654262,501638,61
654262,765606,61
654262,520071,61
654262,519938,61
654262,761783,61
654262,900000,61
654262,769920,61
654262,130950,61
654262,655270,61
654262,686207,61
654262,780178,61
654262,1025926,61
654262,782241,61
654262,786305,61
654262,1048511,61
654262,638886,61
654262,632742,61
654262,638598,61
654262,896902,61
654262,769975,61
654262,765826,61
654262,638911,61
654262,633602,61
654262,516615,61
654262,654847,61
654262,650882,61
654262,655255,61
654262,785315,61
654262,130982,61
654262,654231,61
654262,647046,61
654262,1048502,61
654262,638882,61
654262,386048,61
654262,785922,61
654262,781187,61
654262,655270,61
654262,630265,61
654262,122758,61
654262,114306,61
654262,262142,61
654262,388870,61
654262,785919,61
654262,782263,61
654262,785400,61
654262,769943,61
654262,1044352,61
654262,1027974,61
654262,1015735,61
654262,126466,61
654262,786423,61
654262,630694,61
654262,1032111,61
654262,687098,61
654262,654330,61
654262,786311,61
654262,638882,61
654262,386950,61
654262,493446,61
654262,1048510,61
515974,1027974,61
515974,634754,61
515974,1027975,61
515974,509826,61
515974,1008518,61
515974,74630,61
515974,388998,61
515974,377734,61
515974,520071,61
515974,503558,61
515974,503687,61
515974,765575,61
515974,765831,61
515974,255878,61
515974,769698,61
515974,1027974,61
515974,769920,61
515974,638856,61
515974,523143,61
515974,388994,61
515974,634498,61
515974,495495,61
515974,501638,61
515974,1017734,61
515974,894661,61
515974,501248,61
515974,361990,61
515974,903046,61
515974,624130,61
515974,755586,61
515974,894848,61
515974,632452,61
515974,634758,61
515974,1044358,61
515974,386562,61
515974,1048455,61
515974,237440,61
515974,769922,61
515974,1032070,61
515974,1044359,61
515974,1044359,61
515974,886662,61
515974,507782,61
515974,519303,61
515974,503686,61
515974,507783,61
515974,373644,61
515974,386950,61
515974,521095,61
515974,912930,61
515974,106374,61
515974,493063,61
515974,507782,61
515974,1027591,61
515974,1019783,61
515974,386950,61
515974,1041926,61
515974,638850,61
515974,130950,61
515974,493447,61
515974,951173,61
515974,377350,61
515974,377606,61
515974,782214,61
515974,377734,61
515974,126866,61
515974,886663,61
515974,501632,61
515974,524166,61
515974,1048454,61
515974,911239,61
515974,129958,61
515974,769926,61
515974,464134,61
515974,634757,61
515974,518021,61
515974,779142,61
515974,1025926,61
515974,361990,61
515974,520071,61
515974,1016998,61
515974,638720,61
515974,377734,61
515974,632706,61
515974,1025702,61
515974,1032066,61
515974,1041922,61
515974,634758,61
515974,628358,61
515974,369543,61
515974,1017735,61
515974,503695,61
515974,567046,61
515974,1027975,61
515974,492420,61
515974,894592,61
515974,108416,61
515974,1017734,61
515974,770027,61
515974,1043974,61
493442,638468,61
493442,911238,61
493442,362370,61
493442,518022,61
493442,1025927,61
493442,118272,61
493442,370564,61
493442,1025922,61
493442,1027971,61
493442,362372,61
493442,761783,61
493442,509827,61
493442,98816,61
493442,372614,61
493442,896902,61
493442,100230,61
493442,296832,61
493442,765826,61
493442,624256,61
493442,519938,61
493442,362374,61
493442,1048453,61
493442,377604,61
493442,1025926,61
493442,632322,61
493442,1027974,61
493442,913280,61
493442,766854,61
493442,1025542,61
493442,1025666,61
493442,361984,61
493442,1016704,61
493442,362246,61
493442,894594,61
493442,1025542,61
493442,632706,61
493442,634496,61
493442,757635,61
493442,516992,61
493442,279553,61
493442,370566,61
493442,362240,61
493442,624518,61
493442,362373,61
493442,1025926,61
493442,632710,61
493442,886662,61
493442,501248,61
493442,385926,61
493442,370566,61
493442,361350,61
493442,516741,61
493442,377600,61
493442,632710,61
493442,993154,61
493442,1042311,61
493442,1027971,61
493442,370438,61
493442,1044358,61
493442,110470,61
493442,894598,61
493442,501634,61
493442,634496,61
493442,361990,61
493442,1041287,61
493442,385922,61
493442,1025664,61
493442,1017735,61
493442,1043970,61
493442,305029,61
493442,102276,61
493442,1017472,61
493442,1028039,61
493442,517638,61
493442,894850,61
493442,521094,61
493442,886658,61
493442,520069,61
493442,361088,61
493442,1044358,61
493442,497574,61
493442,1044100,61
493442,1025927,61
493442,886660,61
493442,363522,61
493442,295936,61
493442,518022,61
493442,503694,61
493442,491782,61
493442,651142,61
493442,650882,61
493442,1044358,61
493442,1041286,61
493442,114560,61
493442,1027975,61
493442,501632,61
493442,493446,61
493442,493443,61
493442,523143,61
493442,1025542,61
1025920,1025927,61
1025920,512902,61
1025920,1025670,61
1025920,1042048,61
1025920,501638,61
1025920,1027979,61
1025920,624386,61
1025920,520078,61
1025920,1042311,61
1025920,370566,61
1025920,626566,61
1025920,1025926,61
1025920,312582,61
1025920,509830,61
1025920,244608,61
1025920,894592,61
1025920,886662,61
1025920,896736,61
1025920,894850,61
1025920,362240,61
1025920,630662,61
1025920,361346,61
1025920,1044359,61
1025920,362375,61
1025920,763776,61
1025920,1025922,61
1025920,511874,61
1025920,1017730,61
1025920,634758,61
1025920,493446,61
1025920,519680,61
1025920,911110,61
1025920,105990,61
1025920,1025920,61
1025920,780166,61
1025920,952070,61
1025920,1042310,61
1025920,1025538,61
1025920,516608,61
1025920,107392,61
1025920,518273,61
1025920,1027975,61
1025920,1025924,61
1025920,886662,61
1025920,493057,61
1025920,765826,61
1025920,518656,61
1025920,1025798,61
1025920,630656,61
1025920,500614,61
1025920,508678,61
1025920,1027969,61
1025920,362374,61
1025920,1042950,61
1025920,519682,61
1025920,910214,61
1025920,509831,61
1025920,1025926,61
1025920,781826,61
1025920,362368,61
1025920,1024899,61
1025920,501636,61
1025920,516992,61
1025920,483840,61
1025920,501511,61
1025920,516993,61
1025920,958978,61
1025920,910210,61
1025920,370178,61
1025920,763783,61
1025920,784512,61
1025920,1025922,61
1025920,1025667,61
1025920,765698,61
1025920,1041284,61
1025920,632450,61
1025920,427648,61
1025920,1025926,61
1025920,1025927,61
1025920,1025926,61
1025920,761730,61
1025920,385792,61
1025920,123526,61
1025920,1027712,61
1025920,503683,61
1025920,493318,61
1025920,1024512,61
1025920,1025926,61
1025920,110086,61
1025920,1041287,61
1025920,1027974,61
1025920,781824,61
1025920,1027586,61
1025920,1044358,61
1025920,1025926,61
1025920,230272,61
1025920,778880,61
1025920,1027968,61
1025920,372608,61
1025920,503686,61
894854,115206,61
894854,377734,61
894854,378758,61
894854,252800,61
894854,1048358,61
894854,894854,61
894854,638854,61
894854,894470,61
894854,886662,61
894854,385920,61
894854,520070,61
894854,362368,61
894854,638882,61
894854,524800,61
894854,1027975,61
894854,1025926,61
894854,1026563,61
894854,1043970,61
894854,1019778,61
894854,1044359,61
894854,634496,61
894854,386949,61
894854,492422,61
894854,885632,61
894854,1042309,61
894854,100226,61
894854,1042310,61
894854,452493,61
894854,377734,61
894854,237440,61
894854,639872,61
894854,769926,61
894854,366470,61
894854,633728,61
894854,1025926,61
894854,624514,61
894854,1017734,61
894854,913286,61
894854,362372,61
894854,624518,61
894854,393094,61
894854,108422,61
894854,638848,61
894854,379782,61
894854,501639,61
894854,634758,61
894854,362374,61
894854,362246,61
894854,370566,61
894854,1025922,61
894854,1036162,61
894854,913286,61
894854,369152,61
894854,1027974,61
894854,757634,61
894854,362370,61
894854,1024896,61
894854,886534,61
894854,372614,61
894854,960386,61
894854,632582,61
894854,634759,61
894854,361350,61
894854,765830,61
894854,1027975,61
894854,632710,61
894854,1025926,61
894854,387975,61
894854,360448,61
894854,1025922,61
894854,655238,61
894854,1025926,61
894854,765826,61
894854,1019783,61
894854,370560,61
894854,1043974,61
894854,130944,61
894854,385926,61
894854,501636,61
894854,1024902,61
894854,1025922,61
