config_from,config_to,weight
524175,1015727,7
524175,1017600,2
524175,1017602,7
524175,1017603,3
524175,1017606,9
524175,1017728,3
524175,1017729,2
524175,1017730,5
524175,1017731,8
524175,1017734,51
524175,1017735,31
524175,1017737,5
524175,1017739,2
524175,1019654,1
524175,1019778,3
524175,1019782,5
524175,1019783,3
524175,1019785,2
524175,1022975,4
524175,1023879,18
524175,1023880,3
524175,1023881,1
524175,1023895,6
524175,1023910,2
524175,1023967,1
524175,1023999,6
524175,1024898,13
524175,1024899,2
524175,1024902,7
524175,1025664,1
524175,1025665,2
524175,1025666,17
524175,1025667,6
524175,1025669,7
524175,1025794,1
524175,1025920,46
524175,1025921,3
524175,1025922,97
524175,1025923,37
524175,1025924,4
524175,1025926,133
524175,1025927,189
524175,1025931,23
524175,1025934,21
524175,1025935,8
524175,1025995,1
524175,1027714,3
524175,1027842,1
524175,1027968,1
524175,1027969,2
524175,1027970,38
524175,1027971,20
524175,1027972,11
524175,1027973,19
524175,1027974,108
524175,1027975,351
524175,1027976,3
524175,1027977,11
524175,1027978,1
524175,1027980,2
524175,1027981,3
524175,1027982,40
524175,1027983,44
524175,1028006,3
524175,1028007,11
524175,1030016,21
524175,1030017,4
524175,1030018,8
524175,1030023,21
524175,1031718,1
524175,1031814,4
524175,1031938,2
524175,1031943,1
524175,1031951,1
524175,1032064,12
524175,1032065,5
524175,1032066,4
524175,1032068,1
524175,1032069,6
524175,1032070,71
524175,1032071,161
524175,1032072,12
524175,1032073,2
524175,1032075,1
524175,1032076,8
524175,1032077,7
524175,1032078,12
524175,1032079,59
524175,1032085,5
524175,1032087,5
524175,1032103,36
524175,1032110,11
524175,1032119,1
524175,1032123,2
524175,1032127,10
524175,1033094,4
524175,1033128,1
524175,1033986,2
524175,1034114,4
524175,1034118,4
524175,1034120,5
524175,1034152,1
524175,1036168,4
524175,1039359,4
524175,1040263,1
524175,1040294,5
524175,1040306,1
524175,1040314,1
524175,1040383,1
524175,1041029,2
524175,1041031,2
524175,1041282,1
524175,1041286,55
524175,1041287,15
524175,1041295,2
524175,1041922,6
524175,1041923,4
524175,1041925,2
524175,1042053,22
524175,1042055,1
524175,1042178,1
524175,1042179,1
524175,1042304,3
524175,1042306,3
524175,1042307,6
524175,1042309,5
524175,1042310,94
524175,1042311,44
524175,1042312,4
524175,1042314,3
524175,1042319,7
524175,1042327,1
524175,1043074,8
524175,1043330,1
524175,1043331,5
524175,1043333,10
524175,1043334,27
524175,1043335,15
524175,1043343,3
524175,1043973,10
524175,1044098,5
524175,1044101,6
524175,1044103,11
524175,1044226,3
524175,1044229,1
524175,1044230,4
524175,1044352,24
524175,1044354,6
524175,1044355,13
524175,1044356,2
524175,1044357,41
524175,1044358,136
524175,1044359,336
524175,1044360,2
524175,1044361,1
524175,1044363,1
524175,1044366,26
524175,1044367,37
524175,1044388,1
524175,1044389,3
524175,1044390,1
524175,1044391,2
524175,1044398,7
524175,1045391,4
524175,1046406,2
524175,1046407,4
524175,1046415,8
524175,1046423,4
524175,1047425,1
524175,1047429,10
524175,1047430,13
524175,1047439,3
524175,1048198,1
524175,1048322,7
524175,1048326,20
524175,1048327,3
524175,1048448,10
524175,1048449,5
524175,1048450,11
524175,1048451,1
524175,1048453,1
524175,1048454,68
524175,1048455,124
524175,1048461,3
524175,1048462,26
524175,1048463,104
524175,1048464,5
524175,1048465,1
524175,1048469,6
524175,1048479,2
524175,1048486,4
524175,1048487,21
524175,1048490,1
524175,1048494,28
524175,1048495,5
524175,1048503,1
524175,1048506,1
524175,1048510,5
524175,1048511,20
524175,1048527,9
525313,0,30
525313,1,11
525313,8,1
525313,16,12
525313,17,4
525313,25,3
525313,65,21
525313,80,5
525313,81,9
525313,88,16
525313,89,3
525313,121,21
525313,128,2
525313,257,4
525313,512,11
525313,1024,59
525313,1025,71
525313,1027,16
525313,1028,3
525313,1041,12
525313,1088,7
525313,1090,1
525313,1092,8
525313,1105,16
525313,1109,3
525313,1113,5
525313,1117,2
525313,1536,4
525313,1552,1
525313,1600,2
525313,2113,7
525313,2129,4
525313,3073,4
525313,3089,1
525313,3137,2
525313,3584,5
525313,3592,1
525313,3648,1
525313,4185,1
525313,4217,3
525313,6654,3
525313,7281,1
525313,7285,9
525313,7289,5
525313,8193,3
525313,8256,1
525313,8257,6
525313,8704,11
525313,8768,1
525313,9216,7
525313,9217,3
525313,11264,2
525313,16384,20
525313,16400,2
525313,16401,2
525313,16456,1
525313,16465,31
525313,16472,10
525313,16473,22
525313,16505,5
525313,16512,7
525313,16633,1
525313,16707,2
525313,16723,1
525313,16896,2
525313,16897,23
525313,17408,16
525313,17409,7
525313,17417,2
525313,17920,14
525313,20569,5
525313,20593,5
525313,20601,4
525313,22641,10
525313,22649,3
525313,23038,6
525313,23665,5
525313,23669,1
525313,23673,5
525313,24577,4
525313,24593,6
525313,24657,2
525313,24665,7
525313,25089,3
525313,25152,3
525313,25153,7
525313,25601,4
525313,28760,1
525313,28764,8
525313,28766,1
525313,28767,2
525313,28797,2
525313,28799,3
525313,31230,2
525313,32768,5
525313,32769,5
525313,32770,1
525313,32774,2
525313,32784,5
525313,32785,10
525313,33664,2
525313,33792,37
525313,33793,2
525313,33794,4
525313,33797,4
525313,33856,9
525313,33925,1
525313,34049,2
525313,34304,11
525313,34306,2
525313,35328,2
525313,35840,1
525313,36352,8
525313,37893,3
525313,42048,1
525313,42496,8
525313,44928,2
525313,49024,2
525313,49152,29
525313,49153,1
525313,49160,1
525313,49168,1
525313,49176,1
525313,49216,9
525313,49280,3
525313,49664,22
525313,50176,8
525313,50440,1
525313,50688,4
525313,50690,2
525313,65536,19
525313,65600,3
525313,66048,14
525313,66560,14
525313,66561,3
525313,66624,5
525313,66625,2
525313,66641,15
525313,67072,5
525313,69120,2
525313,72190,1
525313,74240,7
525313,75264,1
525313,81920,8
525313,82432,6
525313,82434,4
525313,83025,3
525313,83456,5
525313,84481,2
525313,88185,5
525313,88574,5
525313,92673,6
525313,98304,21
525313,98305,3
525313,98306,4
525313,98310,3
525313,98816,15
525313,99072,1
525313,99328,64
525313,99329,5
525313,99330,9
525313,99335,1
525313,99585,2
525313,99713,6
525313,99840,41
525313,99842,11
525313,99844,12
525313,99846,1
525313,99847,7
525313,99968,1
525313,100096,9
525313,100098,7
525313,100134,8
525313,100230,14
525313,100864,7
525313,101888,13
525313,104230,2
525313,104326,2
525313,106278,1
525313,106496,2
525313,107008,13
525313,107136,1
525313,107392,3
525313,107394,5
525313,107520,10
525313,107521,13
525313,108032,13
525313,109318,3
525313,109440,13
525313,109442,3
525313,110081,3
525313,110084,5
525313,110085,3
525313,110086,1
525313,110342,5
525313,110464,4
525313,114688,15
525313,114689,5
525313,115200,23
525313,115202,3
525313,115456,4
525313,115584,9
525313,115712,7
525313,115714,1
525313,115968,1
525313,115976,7
525313,116224,20
525313,116225,7
525313,116226,2
525313,116480,4
525313,116737,4
525313,117248,5
525313,117249,6
525313,117761,1
525313,118272,13
525313,123392,33
525313,123456,1
525313,123520,4
525313,123584,2
525313,124416,5
525313,124417,9
525313,124673,2
525313,125440,5
525313,125441,2
525313,125568,6
525313,125696,8
525313,125824,1
525313,126464,6
525313,126465,1
525313,126848,12
525313,131073,1
525313,131129,7
525313,131193,2
525313,131329,2
525313,132097,8
525313,132145,1
525313,132153,1
525313,132161,8
525313,134145,1
525313,138241,1
525313,147521,2
525313,163841,3
525313,164913,1
525313,164997,1
525313,164999,3
525313,165253,1
525313,165376,1
525313,165511,1
525313,165765,4
525313,165767,4
525313,181248,6
525313,198144,2
525313,206336,3
525313,230912,2
525313,238595,1
525313,239104,4
525313,241536,2
525313,241538,10
525313,245760,8
525313,253952,4
525313,254464,10
525313,254976,3
525313,254978,1
525313,254979,1
525313,255488,4
525313,257536,1
525313,257920,10
525313,262144,44
525313,262145,10
525313,262148,2
525313,262152,9
525313,262157,3
525313,262160,13
525313,262161,1
525313,262169,2
525313,262208,2
525313,262209,7
525313,262212,8
525313,262213,2
525313,262216,16
525313,262217,10
525313,262220,3
525313,262221,3
525313,262224,2
525313,262225,8
525313,262233,11
525313,262236,3
525313,262237,8
525313,262248,1
525313,262264,14
525313,262265,5
525313,262269,1
525313,262401,6
525313,262404,2
525313,262472,2
525313,262476,5
525313,262477,3
525313,262480,6
525313,262488,4
525313,262492,5
525313,262493,1
525313,262729,2
525313,262913,1
525313,263168,34
525313,263169,39
525313,263170,8
525313,263171,5
525313,263172,7
525313,263176,38
525313,263177,36
525313,263181,1
525313,263232,15
525313,263234,5
525313,263240,11
525313,263241,19
525313,263257,9
525313,263288,1
525313,263430,1
525313,263431,3
525313,263513,1
525313,263680,12
525313,263746,2
525313,263942,12
525313,264070,3
525313,265736,3
525313,265792,5
525313,265800,5
525313,266329,4
525313,266361,4
525313,270400,2
525313,270408,8
525313,270409,3
525313,270856,1
525313,270920,5
525313,270921,4
525313,278528,68
525313,278529,11
525313,278533,6
525313,278534,24
525313,278535,5
525313,278536,23
525313,278537,9
525313,278541,2
525313,278545,2
525313,278549,7
525313,278553,18
525313,278557,2
525313,278593,5
525313,278595,3
525313,278597,4
525313,278599,7
525313,278600,24
525313,278601,3
525313,278605,12
525313,278611,6
525313,278613,3
525313,278617,1
525313,278621,9
525313,278649,28
525313,278785,5
525313,278849,7
525313,278851,6
525313,278857,1
525313,278867,5
525313,279040,5
525313,279044,2
525313,279045,2
525313,279048,7
525313,279112,1
525313,279113,4
525313,279552,20
525313,279553,11
525313,279554,2
525313,279560,23
525313,279561,7
525313,279625,3
525313,279629,8
525313,280064,5
525313,280066,5
525313,280069,7
525313,280070,9
525313,280326,3
525313,282113,1
525313,282117,2
525313,282717,2
525313,282745,12
525313,282749,14
525313,282877,4
525313,286720,30
525313,286724,4
525313,286726,2
525313,287232,2
525313,287240,3
525313,287304,1
525313,287744,2
525313,287752,3
525313,290937,1
525313,290941,10
525313,294912,2
525313,294913,4
525313,294917,4
525313,294918,6
525313,294980,1
525313,295808,2
525313,295936,7
525313,295937,2
525313,295938,1
525313,295939,1
525313,295940,3
525313,295942,10
525313,295944,1
525313,295946,1
525313,296198,1
525313,296199,1
525313,296448,3
525313,296449,12
525313,296450,2
525313,296451,7
525313,296710,6
525313,311296,7
525313,311301,6
525313,311303,2
525313,311360,2
525313,311364,2
525313,312320,14
525313,312323,6
525313,312832,12
525313,312835,1
525313,313094,5
525313,320008,1
525313,327680,5
525313,327681,6
525313,327744,4
525313,327752,1
525313,328192,6
525313,328264,2
525313,328704,13
525313,328705,1
525313,328707,3
525313,328711,1
525313,328713,6
525313,328768,1
525313,328769,15
525313,329216,3
525313,329606,34
525313,335944,6
525313,337798,7
525313,344064,11
525313,344066,4
525313,344070,10
525313,344071,4
525313,344130,1
525313,344576,28
525313,344578,1
525313,344580,2
525313,344583,4
525313,344648,2
525313,344834,4
525313,344962,4
525313,345094,2
525313,345600,8
525313,345858,1
525313,345986,2
525313,352256,8
525313,352260,2
525313,352262,1
525313,352320,2
525313,352328,2
525313,352776,1
525313,352832,4
525313,352840,1
525313,360448,13
525313,360449,4
525313,360450,7
525313,360452,4
525313,360453,10
525313,360454,37
525313,360512,10
525313,360514,3
525313,360838,2
525313,360960,58
525313,360961,3
525313,360966,4
525313,361088,3
525313,361092,4
525313,361216,9
525313,361344,14
525313,361351,2
525313,361472,83
525313,361474,15
525313,361476,12
525313,361478,13
525313,361479,9
525313,361482,6
525313,361486,1
525313,361600,6
525313,361728,4
525313,361734,3
525313,361857,1
525313,361862,2
525313,361984,56
525313,361985,2
525313,361986,9
525313,361988,12
525313,361990,25
525313,362022,6
525313,362116,2
525313,362240,19
525313,362242,15
525313,362246,12
525313,362278,13
525313,362368,12
525313,362372,5
525313,362374,47
525313,363008,7
525313,364423,3
525313,366374,2
525313,368422,4
525313,368712,1
525313,369152,8
525313,369154,2
525313,369543,3
525313,369664,17
525313,369666,3
525313,369922,5
525313,370050,5
525313,370176,55
525313,370178,9
525313,370560,3
525313,371462,2
525313,371590,3
525313,371591,5
525313,372486,3
525313,376832,41
525313,376838,19
525313,376839,5
525313,376966,10
525313,377088,1
525313,377222,5
525313,377344,55
525313,377346,11
525313,377348,2
525313,377350,10
525313,377351,2
525313,377478,6
525313,377728,12
525313,377856,25
525313,377857,3
525313,378112,8
525313,378368,6
525313,378369,8
525313,378375,4
525313,378624,7
525313,385024,7
525313,385536,17
525313,385540,10
525313,385542,4
525313,385543,2
525313,385544,4
525313,385600,1
525313,385664,8
525313,385728,3
525313,385920,5
525313,386567,2
525313,386944,1
525313,387712,2
525313,393216,7
525313,393217,9
525313,393218,1
525313,393221,4
525313,393224,4
525313,393225,16
525313,393229,2
525313,393232,6
525313,393281,1
525313,393285,4
525313,393287,1
525313,393289,7
525313,393472,5
525313,393473,14
525313,393476,3
525313,393481,1
525313,393600,2
525313,393604,1
525313,393728,7
525313,394112,1
525313,394240,25
525313,394241,24
525313,394245,12
525313,394247,3
525313,394248,3
525313,394249,53
525313,394253,2
525313,394265,1
525313,394313,10
525313,394496,2
525313,394498,4
525313,394500,3
525313,394505,6
525313,394569,2
525313,394628,1
525313,394629,1
525313,394752,6
525313,395136,2
525313,395146,10
525313,396289,1
525313,396293,3
525313,400385,1
525313,401665,3
525313,402432,2
525313,402441,2
525313,409600,13
525313,409601,3
525313,409604,15
525313,409605,4
525313,409608,16
525313,409609,9
525313,409610,4
525313,409613,2
525313,409616,4
525313,409617,1
525313,409625,5
525313,409665,6
525313,409667,1
525313,409671,3
525313,409673,9
525313,409689,6
525313,409721,24
525313,409856,3
525313,409857,1
525313,410112,3
525313,410368,4
525313,410496,2
525313,410624,14
525313,410625,4
525313,410631,2
525313,410632,23
525313,410634,3
525313,410688,2
525313,410689,2
525313,410880,2
525313,410881,1
525313,410882,5
525313,410888,4
525313,412673,2
525313,412677,4
525313,413185,1
525313,417792,20
525313,417793,1
525313,417796,2
525313,417864,1
525313,418376,10
525313,418816,3
525313,418822,2
525313,418823,2
525313,418824,7
525313,418825,1
525313,425984,2
525313,425985,7
525313,425986,3
525313,426496,4
525313,426497,4
525313,427008,1
525313,427009,1
525313,427014,10
525313,427015,3
525313,427017,9
525313,427273,2
525313,427397,2
525313,427520,6
525313,427521,3
525313,427528,1
525313,427776,3
525313,427905,1
525313,427909,5
525313,427914,2
525313,429576,3
525313,429578,3
525313,429834,1
525313,429962,2
525313,443136,4
525313,443264,1
525313,443392,12
525313,443395,1
525313,443781,2
525313,443904,3
525313,443907,4
525313,444293,1
525313,458754,1
525313,458758,1
525313,459655,6
525313,460672,4
525313,460679,4
525313,460682,3
525313,468864,1
525313,475140,4
525313,475394,3
525313,475396,3
525313,475398,4
525313,476032,2
525313,476034,1
525313,476418,1
525313,483332,3
525313,483848,12
525313,483912,1
525313,484224,5
525313,484352,3
525313,484359,1
525313,485248,5
525313,486400,5
525313,491520,2
525313,491521,5
525313,491526,7
525313,492032,15
525313,492033,5
525313,492036,1
525313,492037,7
525313,492288,4
525313,492423,7
525313,492544,13
525313,492545,3
525313,492548,8
525313,492550,10
525313,492672,7
525313,492929,1
525313,492931,5
525313,493056,10
525313,493057,10
525313,493312,1
525313,493314,2
525313,493440,17
525313,493441,5
525313,493442,20
525313,493446,3
525313,495494,6
525313,495495,7
525313,499712,3
525313,500224,2
525313,500736,6
525313,500737,10
525313,500738,3
525313,500739,1
525313,501123,3
525313,501248,3
525313,501254,8
525313,501633,4
525313,501634,3
525313,501635,7
525313,501636,3
525313,502662,4
525313,502663,8
525313,503302,4
525313,503558,2
525313,503683,7
525313,503687,2
525313,507904,4
525313,507905,8
525313,508162,2
525313,508416,1
525313,508672,9
525313,508800,11
525313,509186,1
525313,509440,11
525313,509441,6
525313,509444,3
525313,509696,8
525313,509698,2
525313,516992,14
525313,516996,4
525313,517120,1
525313,517126,1
525313,517127,2
525313,517635,2
525313,517638,5
525313,517639,1
525313,517888,2
525313,517892,2
525313,518016,1
525313,518020,2
525313,518919,1
525313,519047,13
525313,519682,5
525313,519686,6
525313,519938,13
525313,519942,1
525313,519943,3
525313,524288,26
525313,524289,58
525313,524290,6
525313,524296,7
525313,524305,4
525313,524320,3
525313,524352,11
525313,524353,11
525313,524356,2
525313,524357,1
525313,524360,2
525313,524369,10
525313,524377,2
525313,524409,8
525313,524416,2
525313,524544,2
525313,524546,4
525313,524800,9
525313,525312,177
525313,525313,312
525313,525314,10
525313,525315,2
525313,525316,4
525313,525317,5
525313,525319,1
525313,525320,5
525313,525328,3
525313,525329,4
525313,525376,14
525313,525377,22
525313,525378,3
525313,525385,4
525313,525401,3
525313,525409,2
525313,525417,2
525313,525433,2
525313,525441,8
525313,525442,1
525313,525444,4
525313,525445,3
525313,525446,3
525313,525568,3
525313,525569,4
525313,525824,28
525313,525825,23
525313,525826,2
525313,525840,3
525313,525889,4
525313,525953,1
525313,525954,8
525313,526209,1
525313,527361,7
525313,527363,1
525313,527367,4
525313,527376,1
525313,527872,5
525313,527873,2
525313,527874,2
525313,527880,1
525313,528416,6
525313,528432,1
525313,529529,1
525313,529531,1
525313,530480,4
525313,530488,5
525313,530943,3
525313,531579,3
525313,531835,3
525313,531839,2
525313,531967,12
525313,532481,6
525313,532489,1
525313,532544,1
525313,532545,6
525313,532600,2
525313,532608,3
525313,532609,2
525313,533505,8
525313,533511,2
525313,533526,5
525313,533527,1
525313,533568,6
525313,533569,7
525313,533633,2
525313,533637,3
525313,534529,2
525313,535553,1
525313,540159,19
525313,540672,13
525313,540673,6
525313,540679,2
525313,540680,5
525313,540688,5
525313,540689,11
525313,540736,1
525313,540740,1
525313,540793,2
525313,541697,14
525313,541700,3
525313,541701,3
525313,541703,12
525313,541729,2
525313,541745,8
525313,542208,1
525313,543745,10
525313,543750,1
525313,543751,2
525313,543753,6
525313,544881,1
525313,544889,2
525313,547327,1
525313,548984,4
525313,549894,6
525313,549910,1
525313,551942,5
525313,553080,3
525313,555263,3
525313,555518,1
525313,555519,5
525313,556543,2
525313,557056,18
525313,557057,4
525313,557060,5
525313,557073,3
525313,557568,17
525313,557696,4
525313,557952,9
525313,558080,67
525313,558081,37
525313,558082,19
525313,558083,2
525313,558084,15
525313,558086,8
525313,558089,5
525313,558114,4
525313,558118,1
525313,558145,6
525313,558209,12
525313,558338,1
525313,558464,2
525313,558465,5
525313,558592,17
525313,558593,11
525313,558594,14
525313,558597,2
525313,558598,4
525313,558601,4
525313,558630,2
525313,558720,2
525313,558722,2
525313,558977,2
525313,558981,6
525313,560135,1
525313,560137,7
525313,560640,5
525313,560645,2
525313,560647,7
525313,560663,3
525313,560674,4
525313,560678,3
525313,561221,1
525313,562181,1
525313,562245,1
525313,564774,1
525313,565120,1
525313,565312,1
525313,565760,3
525313,565888,6
525313,565890,2
525313,566273,3
525313,566336,1
525313,566401,5
525313,566405,3
525313,566784,1
525313,566785,2
525313,568837,3
525313,568839,2
525313,568870,5
525313,572966,1
525313,573312,1
525313,573440,6
525313,573456,1
525313,573952,2
525313,574464,11
525313,574465,1
525313,574468,1
525313,574976,8
525313,576521,6
525313,589825,5
525313,589893,2
525313,590336,12
525313,590337,1
525313,590464,1
525313,590848,6
525313,590849,17
525313,590850,2
525313,591360,16
525313,591361,2
525313,591362,1
525313,591364,4
525313,592897,2
525313,594428,3
525313,594430,1
525313,596478,6
525313,596582,3
525313,596710,1
525313,597606,2
525313,597686,5
525313,597734,2
525313,597750,1
525313,602364,1
525313,602365,2
525313,602620,4
525313,605746,3
525313,605874,9
525313,605878,1
525313,606721,4
525313,607745,1
525313,618749,2
525313,622661,4
525313,622976,2
525313,623104,10
525313,623106,5
525313,623232,3
525313,623488,6
525313,623616,23
525313,623617,7
525313,623618,5
525313,623619,4
525313,623623,2
525313,623625,3
525313,623745,8
525313,624000,8
525313,624128,55
525313,624129,9
525313,624130,13
525313,624132,3
525313,624134,8
525313,624135,2
525313,624137,2
525313,624256,14
525313,624263,4
525313,624512,24
525313,624514,2
525313,624516,1
525313,624517,6
525313,624518,13
525313,624519,9
525313,626182,1
525313,626183,4
525313,626210,3
525313,626304,1
525313,626560,3
525313,626562,2
525313,626566,11
525313,626567,3
525313,626757,1
525313,629410,1
525313,629474,1
525313,629478,1
525313,630656,10
525313,631424,2
525313,631428,3
525313,631808,5
525313,631937,2
525313,632321,6
525313,632326,2
525313,632448,7
525313,633344,5
525313,633376,3
525313,633378,2
525313,633504,3
525313,633506,2
525313,633730,1
525313,634369,17
525313,634370,27
525313,634371,1
525313,634372,5
525313,634373,14
525313,634374,6
525313,634375,14
525313,634402,7
525313,634403,4
525313,634407,1
525313,634498,7
525313,634499,1
525313,634502,5
525313,634530,4
525313,634531,2
525313,634535,3
525313,635133,3
525313,635520,13
525313,635776,2
525313,636544,11
525313,637440,2
525313,637602,6
525313,638514,4
525313,638594,20
525313,638595,2
525313,638850,3
525313,638854,11
525313,638976,33
525313,639104,2
525313,639488,1
525313,639490,11
525313,639496,4
525313,639616,13
525313,639618,6
525313,639624,2
525313,639872,9
525313,640513,10
525313,647682,2
525313,647688,10
525313,647810,5
525313,647812,1
525313,647816,2
525313,647936,3
525313,648064,1
525313,649216,1
525313,649728,8
525313,649732,8
525313,649856,4
525313,649860,2
525313,649984,1
525313,649988,1
525313,650791,3
525313,650887,1
525313,650919,5
525313,651517,3
525313,653824,3
525313,653832,5
525313,653970,2
525313,654865,3
525313,654866,3
525313,654867,8
525313,654994,1
525313,655360,4
525313,655361,9
525313,655417,6
525313,655421,4
525313,655481,5
525313,655485,4
525313,656384,8
525313,656385,48
525313,656389,7
525313,656391,3
525313,656448,3
525313,656449,2
525313,656514,1
525313,656896,1
525313,656897,2
525313,657026,3
525313,657529,1
525313,658951,4
525313,661560,3
525313,661624,1
525313,662009,2
525313,662013,1
525313,662015,6
525313,662910,1
525313,662911,4
525313,663039,20
525313,664641,4
525313,667768,4
525313,669816,1
525313,671231,3
525313,671744,2
525313,671745,11
525313,671867,1
525313,671869,5
525313,671871,4
525313,672769,6
525313,672817,1
525313,673913,2
525313,674823,3
525313,680063,4
525313,682105,4
525313,682111,3
525313,684152,6
525313,684281,1
525313,684285,1
525313,684542,1
525313,684543,1
525313,686201,1
525313,686205,3
525313,686207,2
525313,686329,1
525313,686331,20
525313,686333,4
525313,686335,6
525313,686587,8
525313,686590,4
525313,686591,6
525313,687355,2
525313,688128,5
525313,688129,6
525313,689152,4
525313,689153,11
525313,689154,3
525313,689161,6
525313,689201,4
525313,689281,3
525313,689409,1
525313,689410,1
525313,689411,4
525313,689664,1
525313,689665,6
525313,696384,1
525313,696385,3
525313,697345,3
525313,697857,3
525313,704512,16
525313,704513,2
525313,705536,5
525313,705537,3
525313,705585,1
525313,722432,4
525313,730177,13
525313,749821,1
525313,753664,1
525313,754176,3
525313,754178,3
525313,754697,2
525313,755200,1
525313,755209,1
525313,755211,1
525313,755456,2
525313,755584,2
525313,755585,3
525313,755587,2
525313,760961,3
525313,762370,5
525313,762881,1
525313,762945,9
525313,763393,3
525313,763398,5
525313,763403,1
525313,763521,7
525313,763526,3
525313,763529,7
525313,763531,9
525313,764929,2
525313,765442,13
525313,765570,3
525313,765574,14
525313,765824,1
525313,765827,10
525313,769025,6
525313,769153,15
525313,769169,1
525313,769538,8
525313,769586,1
525313,769594,1
525313,769666,5
525313,769706,5
525313,769722,3
525313,770048,7
525313,778754,2
525313,778758,8
525313,779776,1
525313,780807,2
525313,781824,1
525313,781831,1
525313,785425,5
525313,785553,4
525313,785937,11
525313,786432,4
525313,786433,1
525313,786437,4
525313,786441,4
525313,786481,5
525313,786497,2
525313,786501,1
525313,786545,1
525313,786553,2
525313,786944,1
525313,787456,22
525313,787457,72
525313,787461,3
525313,787465,10
525313,787473,2
525313,787505,1
525313,787521,4
525313,787522,3
525313,787529,6
525313,787968,4
525313,787969,2
525313,787970,7
525313,794625,2
525313,794633,2
525313,794697,1
525313,794744,2
525313,795656,5
525313,795657,3
525313,802817,6
525313,802823,3
525313,802824,1
525313,802825,1
525313,803840,9
525313,803844,5
525313,803847,3
525313,803872,3
525313,803876,3
525313,805897,2
525313,819200,6
525313,819201,4
525313,819205,1
525313,820224,1
525313,820226,2
525313,820409,1
525313,820473,1
525313,820482,7
525313,820737,2
525313,820741,8
525313,820745,5
525313,820749,3
525313,820868,1
525313,820869,1
525313,820877,4
525313,821121,4
525313,836103,4
525313,837127,2
525313,845319,1
525313,851969,6
525313,852481,1
525313,852992,17
525313,852993,7
525313,852994,7
525313,853057,4
525313,855041,1
525313,855045,1
525313,861184,2
525313,861696,13
525313,863237,1
525313,868864,4
525313,878080,1
525313,879621,3
525313,885248,19
525313,885376,10
525313,885380,2
525313,885632,1
525313,885760,20
525313,885761,8
525313,885762,10
525313,885764,3
525313,886272,42
525313,886273,8
525313,886274,8
525313,886276,12
525313,886278,3
525313,886400,9
525313,886404,7
525313,886405,2
525313,886530,1
525313,886660,6
525313,886661,6
525313,886662,15
525313,888711,12
525313,893440,5
525313,893446,4
525313,893572,1
525313,893702,3
525313,893824,2
525313,893952,11
525313,894464,36
525313,894466,6
525313,894470,10
525313,894592,3
525313,894726,4
525313,894848,1
525313,894850,2
525313,896512,3
525313,896514,1
525313,896518,4
525313,896646,3
525313,896896,14
525313,896897,1
525313,896898,2
525313,897920,4
525313,901632,1
525313,901634,3
525313,901638,2
525313,901760,3
525313,909824,6
525313,909826,11
525313,909830,10
525313,909831,2
525313,909832,9
525313,910080,2
525313,910848,7
525313,910855,6
525313,912389,2
525313,913030,1
525313,913031,6
525313,917504,1
525313,917505,9
525313,917513,7
525313,917517,1
525313,917529,5
525313,918016,1
525313,918528,12
525313,918529,55
525313,918531,12
525313,918535,4
525313,918537,4
525313,918541,9
525313,918553,1
525313,918585,4
525313,918653,5
525313,918657,4
525313,918665,1
525313,918713,6
525313,919040,4
525313,919041,1
525313,919042,1
525313,919047,2
525313,919175,2
525313,919431,3
525313,920583,16
525313,921095,8
525313,922749,1
525313,925704,7
525313,926720,1
525313,926728,11
525313,926729,1
525313,933896,8
525313,933955,6
525313,933959,3
525313,934912,4
525313,934920,2
525313,934928,1
525313,934969,2
525313,934971,1
525313,934977,1
525313,934979,4
525313,934983,5
525313,936967,1
525313,938055,1
525313,939079,2
525313,942088,2
525313,950273,4
525313,950278,1
525313,951296,5
525313,951297,8
525313,951298,2
525313,951299,3
525313,951302,2
525313,951303,18
525313,951359,3
525313,951417,11
525313,951421,9
525313,951423,2
525313,951433,2
525313,951465,1
525313,951481,3
525313,951545,5
525313,951553,7
525313,951554,2
525313,951558,8
525313,951808,10
525313,951810,1
525313,951814,3
525313,952064,14
525313,952065,1
525313,952193,3
525313,953863,2
525313,955517,5
525313,958529,3
525313,958982,2
525313,959489,9
525313,959553,3
525313,960000,10
525313,960006,3
525313,960256,6
525313,960257,1
525313,966657,1
525313,967174,2
525313,967175,2
525313,967680,2
525313,967681,10
525313,967739,1
525313,967743,4
525313,968193,1
525313,968195,2
525313,983041,7
525313,984064,4
525313,984967,4
525313,984970,2
525313,993162,3
525313,993163,7
525313,1007616,9
525313,1007617,1
525313,1007624,5
525313,1015814,3
525313,1016320,1
525313,1016448,1
525313,1016832,2
525313,1017344,5
525313,1017345,6
525313,1017346,1
525313,1017472,5
525313,1017602,9
525313,1017728,8
525313,1017729,5
525313,1017731,1
525313,1017732,5
525313,1017733,2
525313,1017734,4
525313,1017735,5
525313,1019782,4
525313,1019783,10
525313,1024512,4
525313,1024514,17
525313,1024642,5
525313,1025024,15
525313,1025025,5
525313,1025026,3
525313,1025537,2
525313,1025538,8
525313,1025539,6
525313,1025542,19
525313,1025543,13
525313,1025665,11
525313,1025673,2
525313,1025921,1
525313,1025929,1
525313,1025931,2
525313,1027073,9
525313,1027590,4
525313,1027846,19
525313,1027970,3
525313,1027971,6
525313,1027974,10
525313,1027975,21
