config_from,config_to,t_to,sample_to
311808,885376,10,1
110464,885376,10,1
260992,885632,10,2
631680,885632,10,2
362112,885632,10,2
754560,885632,10,2
362376,885632,10,2
1041280,885632,10,2
100225,885632,10,2
894854,885636,10,2
765830,885638,10,2
361350,885638,10,2
1041286,885638,10,2
1041286,885638,10,2
1044230,885638,10,2
1040902,885638,10,2
516998,885638,10,2
517638,885638,10,2
118534,885638,10,2
493447,885638,10,2
508678,885638,10,2
632320,885760,10,0
362112,885760,10,0
329222,885760,10,0
99840,885760,10,0
1016833,886272,10,1
126464,886272,10,1
99840,886272,10,1
362368,886272,10,1
1016833,886272,10,1
1016322,886272,10,1
650752,886272,10,1
117248,886272,10,1
108416,886272,10,1
362112,886272,10,1
1016832,886272,10,1
376832,886272,10,1
262144,886272,10,1
1016839,886272,10,1
886272,886272,10,1
1016832,886272,10,1
117248,886272,10,1
361984,886272,10,1
377350,886272,10,1
558594,886272,10,1
886272,886272,10,1
1016832,886272,10,1
1016322,886272,10,1
633472,886272,10,1
76672,886272,10,1
650752,886272,10,1
894598,886272,10,1
508422,886272,10,1
385536,886272,10,1
1025539,886272,10,1
347910,886272,10,1
650752,886272,10,1
1041922,886272,10,1
500224,886272,10,1
634370,886272,10,1
0,886272,10,1
115332,886272,10,1
361984,886272,10,1
369280,886272,10,1
108416,886272,10,1
1016833,886272,10,1
501377,886272,10,1
558594,886272,10,1
765442,886272,10,1
633472,886272,10,1
634496,886272,10,1
329222,886274,10,1
0,886274,10,1
385536,886274,10,1
886274,886274,10,1
632322,886274,10,1
376838,886274,10,1
631680,886274,10,1
361984,886274,10,1
377350,886274,10,1
360960,886274,10,1
329222,886274,10,1
929282,886274,10,1
886278,886274,10,1
886278,886274,10,1
632448,886274,10,1
1016322,886276,10,1
361350,886278,10,1
450567,886278,10,1
1011200,886278,10,1
1025539,886278,10,1
1040902,886278,10,1
450567,886278,10,1
1033990,886278,10,1
765442,886278,10,1
558594,886278,10,1
1025539,886278,10,1
329222,886278,10,1
558594,886278,10,1
370438,886278,10,1
632322,886278,10,1
1042306,886278,10,1
632322,886278,10,1
493442,886278,10,1
361472,886278,10,1
1025665,886280,10,0
1025538,886400,10,1
1016832,886400,10,1
765442,886402,10,1
1016839,886404,10,1
370630,886406,10,1
886274,886406,10,1
1025795,886406,10,1
1025926,886406,10,1
648070,886406,10,1
362376,886528,10,2
99840,886528,10,2
1044102,886530,10,2
634752,886530,10,2
361350,886532,10,2
347910,886534,10,2
118534,886534,10,2
894855,886534,10,2
1016839,886534,10,2
1033090,886534,10,2
123399,886534,10,2
501506,886534,10,2
886660,886534,10,2
501638,886656,10,2
370564,886656,10,2
626566,886656,10,2
361344,886656,10,2
100226,886656,10,2
100224,886656,10,2
100224,886656,10,2
524289,886656,10,2
378758,886656,10,2
361984,886656,10,2
100225,886656,10,2
886274,886656,10,2
650752,886656,10,2
99840,886656,10,2
361472,886656,10,2
76672,886656,10,2
493446,886656,10,2
385920,886656,10,2
650754,886656,10,2
362246,886656,10,2
1016833,886656,10,2
524289,886656,10,2
1027982,886656,10,2
311808,886656,10,2
517126,886656,10,2
1041920,886656,10,2
362242,886656,10,2
886272,886656,10,2
765442,886656,10,2
360960,886656,10,2
632320,886656,10,2
109440,886656,10,2
362112,886656,10,2
115332,886656,10,2
362376,886656,10,2
0,886656,10,2
362376,886656,10,2
1025927,886656,10,2
1041288,886656,10,2
369280,886656,10,2
501377,886656,10,2
632322,886656,10,2
362376,886656,10,2
362376,886656,10,2
108416,886656,10,2
362368,886656,10,2
493442,886656,10,2
1027969,886656,10,2
362242,886656,10,2
508800,886656,10,2
362246,886656,10,2
787334,886656,10,2
886660,886656,10,2
362368,886656,10,2
114560,886656,10,2
117248,886656,10,2
648070,886656,10,2
108416,886656,10,2
508678,886656,10,2
360960,886656,10,2
1017606,886656,10,2
108416,886658,10,2
558594,886658,10,2
361344,886658,10,2
503558,886658,10,2
364420,886658,10,2
1017734,886658,10,2
361984,886658,10,2
754560,886658,10,2
1032066,886658,10,2
362376,886658,10,2
650754,886658,10,2
765830,886658,10,2
886660,886658,10,2
522118,886658,10,2
362246,886658,10,2
362374,886658,10,2
634752,886658,10,2
885632,886658,10,2
372614,886658,10,2
385926,886658,10,2
894854,886658,10,2
651142,886658,10,2
886272,886658,10,2
370630,886658,10,2
634758,886658,10,2
239488,886658,10,2
648070,886658,10,2
896898,886658,10,2
632706,886658,10,2
1025920,886658,10,2
362374,886658,10,2
499462,886658,10,2
1041288,886658,10,2
1033090,886658,10,2
493446,886658,10,2
1016833,886658,10,2
100226,886658,10,2
362370,886658,10,2
370438,886658,10,2
1043334,886658,10,2
362242,886658,10,2
886272,886658,10,2
501638,886660,10,2
484230,886660,10,2
902020,886660,10,2
511879,886660,10,2
1017606,886660,10,2
362246,886662,10,2
1041920,886662,10,2
1042306,886662,10,2
370630,886662,10,2
1041286,886662,10,2
364420,886662,10,2
361344,886662,10,2
1042311,886662,10,2
110470,886662,10,2
362246,886662,10,2
911238,886662,10,2
911238,886662,10,2
1017734,886662,10,2
493446,886662,10,2
99840,886662,10,2
369543,886662,10,2
894598,886662,10,2
362368,886662,10,2
1017734,886662,10,2
886662,886662,10,2
484230,886662,10,2
520070,886662,10,2
361346,886662,10,2
362376,886662,10,2
894598,886662,10,2
388999,886662,10,2
896903,886662,10,2
516997,886662,10,2
364420,886662,10,2
362246,886662,10,2
508800,886662,10,2
370564,886662,10,2
362382,886662,10,2
896903,886662,10,2
886662,886662,10,2
516997,886662,10,2
508678,886662,10,2
1025924,886662,10,2
631680,886662,10,2
911238,886662,10,2
362376,886662,10,2
501638,886662,10,2
493447,886662,10,2
1042306,886662,10,2
518918,886662,10,2
99840,886662,10,2
1044230,886662,10,2
507654,886662,10,2
1017734,886662,10,2
769926,886662,10,2
369543,886662,10,2
100226,886662,10,2
501638,886662,10,2
118534,886662,10,2
100226,886662,10,2
911238,886662,10,2
1031815,886662,10,2
118534,886662,10,2
765830,886662,10,2
894598,886662,10,2
493446,886662,10,2
362382,886662,10,2
1017734,886662,10,2
499462,886662,10,2
1027842,886662,10,2
894598,886662,10,2
763782,886662,10,2
648070,886662,10,2
370630,886662,10,2
493447,886662,10,2
886662,886662,10,2
520070,886662,10,2
499462,886662,10,2
1017735,886662,10,2
1017734,886662,10,2
896898,886662,10,2
1027982,886662,10,2
370630,886662,10,2
362112,886662,10,2
364420,886662,10,2
377350,886662,10,2
110470,886662,10,2
1016833,886662,10,2
626566,886662,10,2
100226,886662,10,2
493447,886662,10,2
787334,886662,10,2
1044358,886662,10,2
886660,886662,10,2
1041288,886662,10,2
516997,886662,10,2
516997,886662,10,2
362370,886662,10,2
913282,886662,10,2
118534,886662,10,2
370630,886662,10,2
759687,886662,10,2
100226,886662,10,2
370630,886662,10,2
372610,886662,10,2
1025665,886662,10,2
648070,886662,10,2
944007,886662,10,2
1016832,886662,10,2
370564,886662,10,2
493447,886662,10,2
886662,886662,10,2
388999,886662,10,2
362370,886662,10,2
385920,886662,10,2
388998,886662,10,2
100230,886662,10,2
638854,886662,10,2
501506,886662,10,2
100225,886662,10,2
100225,886662,10,2
385926,886662,10,2
516998,886662,10,2
648838,886662,10,2
632710,886662,10,2
377600,886662,10,2
361344,886662,10,2
886658,886662,10,2
516995,886662,10,2
519815,886662,10,2
372614,886662,10,2
361350,886662,10,2
369543,886662,10,2
1033990,886662,10,2
1025920,886662,10,2
1033990,886662,10,2
347910,886662,10,2
1044102,886662,10,2
1025924,886662,10,2
754560,886662,10,2
347910,886662,10,2
362242,886662,10,2
517126,886662,10,2
517126,886662,10,2
1033990,886662,10,2
370438,886662,10,2
1044356,886662,10,2
896898,886662,10,2
436102,886662,10,2
1032068,886662,10,2
493442,886662,10,2
347910,886662,10,2
100226,886662,10,2
894855,886662,10,2
362246,886662,10,2
692102,886662,10,2
362242,886662,10,2
370438,886662,10,2
376838,886662,10,2
372614,886662,10,2
100230,886662,10,2
1036215,886662,10,2
392710,886662,10,2
493442,886662,10,2
100230,886662,10,2
1017478,886662,10,2
648838,886662,10,2
902020,886662,10,2
769927,886662,10,2
125826,886662,10,2
493446,886662,10,2
1017730,886662,10,2
503686,886662,10,2
632320,886662,10,2
632706,886662,10,2
362370,886662,10,2
377600,886662,10,2
1042305,886662,10,2
1017606,886662,10,2
503682,886662,10,2
1033990,886662,10,2
100224,886662,10,2
501634,886662,10,2
370438,886662,10,2
638850,886662,10,2
385926,886662,10,2
329222,886662,10,2
372614,886662,10,2
503682,886662,10,2
100230,886662,10,2
634502,886662,10,2
362374,886662,10,2
370438,886662,10,2
1017478,886662,10,2
362242,886662,10,2
632706,886662,10,2
1044102,886662,10,2
886658,886662,10,2
388998,886662,10,2
1044358,886662,10,2
1025927,886662,10,2
1017606,886662,10,2
364420,886662,10,2
754560,886662,10,2
1044354,886662,10,2
361350,886662,10,2
1025926,886662,10,2
361350,886662,10,2
370438,886662,10,2
944007,886662,10,2
362246,886662,10,2
754560,886662,10,2
1025927,886662,10,2
886278,886662,10,2
754560,886662,10,2
361350,886662,10,2
632710,886662,10,2
886278,886662,10,2
362246,886662,10,2
508422,886662,10,2
651142,886662,10,2
886663,886662,10,2
329222,886662,10,2
362376,886662,10,2
362246,886662,10,2
109440,886662,10,2
634498,886662,10,2
372610,886662,10,2
886663,886662,10,2
886274,886662,10,2
1024903,886662,10,2
1032071,886662,10,2
362376,886662,10,2
503687,886662,10,2
370564,886662,10,2
364420,886662,10,2
885632,886662,10,2
638470,886662,10,2
1027970,886662,10,2
1025539,886662,10,2
378758,886662,10,2
1017606,886662,10,2
126854,886662,10,2
378758,886662,10,2
361350,886662,10,2
1033990,886662,10,2
378758,886662,10,2
636806,886662,10,2
910982,886662,10,2
910982,886662,10,2
885632,886662,10,2
1041280,886662,10,2
508678,886662,10,2
123399,886662,10,2
634502,886662,10,2
522118,886662,10,2
370438,886662,10,2
370438,886662,10,2
515974,886662,10,2
913286,886662,10,2
1027842,886662,10,2
636806,886662,10,2
787334,886662,10,2
885632,886662,10,2
361344,886662,10,2
123399,886662,10,2
978831,886662,10,2
886274,886662,10,2
910982,886662,10,2
377350,886662,10,2
378758,886662,10,2
995207,886662,10,2
361350,886662,10,2
372614,886662,10,2
1033090,886662,10,2
650759,886662,10,2
378758,886662,10,2
369543,886662,10,2
501377,886662,10,2
886278,886662,10,2
1044102,886662,10,2
761734,886663,10,2
369543,886663,10,2
372614,886663,10,2
1027974,886663,10,2
894854,886663,10,2
911238,886663,10,2
1025539,888326,10,1
1017606,888582,10,2
511879,888710,10,2
361346,888710,10,2
634758,888710,10,2
503687,888710,10,2
362382,888710,10,2
634502,888710,10,2
786306,888710,10,2
388999,888710,10,2
651142,888710,10,2
1027842,888710,10,2
385926,888710,10,2
362242,888710,10,2
786306,888710,10,2
636806,888710,10,2
524165,888710,10,2
1025538,893440,10,1
1041922,893440,10,1
1041922,893440,10,1
516608,893440,10,1
633728,893568,10,1
260992,893568,10,1
517638,893568,10,1
362246,893574,10,1
1041280,893824,10,2
1025924,893824,10,2
754560,893824,10,2
508800,893824,10,2
1041024,893824,10,2
100225,893824,10,2
648838,893830,10,2
1042304,893830,10,2
1031815,893830,10,2
378758,893830,10,2
910854,893830,10,2
886278,894464,10,1
634496,894464,10,1
1025920,894464,10,1
1044354,894464,10,1
1042305,894464,10,1
117248,894464,10,1
369280,894464,10,1
501377,894464,10,1
1041926,894464,10,1
376832,894464,10,1
99840,894464,10,1
929282,894464,10,1
1042305,894464,10,1
376832,894464,10,1
376832,894464,10,1
361984,894464,10,1
632320,894464,10,1
1025665,894464,10,1
76672,894464,10,1
1016832,894464,10,1
503558,894464,10,1
632322,894464,10,1
1016833,894464,10,1
1011200,894466,10,1
632322,894466,10,1
1041926,894466,10,1
503558,894466,10,1
1040902,894466,10,1
1025924,894466,10,1
765442,894466,10,1
902020,894466,10,1
886274,894466,10,1
501634,894466,10,1
929282,894466,10,1
632322,894466,10,1
929282,894466,10,1
558594,894466,10,1
500224,894466,10,1
650754,894466,10,1
650754,894466,10,1
1025539,894466,10,1
1011200,894466,10,1
500224,894466,10,1
1016839,894466,10,1
650752,894466,10,1
910982,894466,10,1
650754,894466,10,1
634496,894466,10,1
929282,894466,10,1
910854,894466,10,1
1025539,894466,10,1
377600,894466,10,1
99840,894466,10,1
886272,894466,10,1
519686,894466,10,1
634502,894466,10,1
894598,894468,10,1
329222,894470,10,1
376838,894470,10,1
115332,894470,10,1
976775,894470,10,1
1041922,894470,10,1
886278,894470,10,1
1044102,894470,10,1
1016839,894470,10,1
910854,894470,10,1
377348,894470,10,1
650752,894470,10,1
1040902,894470,10,1
1016839,894470,10,1
634370,894470,10,1
650759,894470,10,1
634758,894470,10,1
362382,894470,10,1
360960,894470,10,1
634374,894470,10,1
516865,894470,10,1
392710,894470,10,1
1033090,894470,10,1
910854,894470,10,1
1016322,894470,10,1
501638,894470,10,1
929282,894470,10,1
361984,894592,10,1
117248,894592,10,1
362242,894592,10,1
634370,894592,10,1
360960,894592,10,1
632320,894592,10,1
1041920,894592,10,1
100225,894592,10,1
1033090,894592,10,1
634752,894592,10,1
1016832,894592,10,1
516865,894592,10,1
372610,894592,10,1
633472,894592,10,1
1042304,894592,10,1
372610,894592,10,1
100224,894592,10,1
1041926,894592,10,1
1025795,894592,10,1
100230,894594,10,1
1017732,894594,10,1
1041280,894594,10,1
886278,894594,10,1
262144,894594,10,1
1044353,894597,10,1
976775,894598,10,1
1017478,894598,10,1
392710,894598,10,1
1041920,894598,10,1
100230,894598,10,1
1016839,894598,10,1
632710,894598,10,1
632322,894598,10,1
114566,894598,10,1
1040902,894598,10,1
910982,894598,10,1
329222,894598,10,1
648838,894598,10,1
493442,894598,10,1
1042306,894598,10,1
1040902,894598,10,1
894598,894598,10,1
1044355,894598,10,1
1016833,894598,10,1
1041926,894598,10,1
109440,894598,10,1
1025539,894598,10,1
558594,894598,10,1
100226,894599,10,1
377350,894720,10,2
516997,894722,10,2
763782,894722,10,2
1025922,894722,10,2
1016833,894722,10,2
1048454,894726,10,2
632448,894726,10,2
1027975,894726,10,2
944007,894726,10,2
1017734,894726,10,2
1017735,894726,10,2
1041922,894726,10,2
385926,894726,10,2
362382,894848,10,2
1017732,894848,10,2
362374,894848,10,2
108416,894848,10,2
886660,894848,10,2
361344,894848,10,2
501377,894848,10,2
632706,894848,10,2
1025665,894848,10,2
100224,894848,10,2
1044097,894848,10,2
109440,894848,10,2
633728,894848,10,2
763522,894848,10,2
260992,894848,10,2
385920,894848,10,2
360960,894848,10,2
369280,894848,10,2
929282,894848,10,2
100224,894848,10,2
633728,894848,10,2
885632,894848,10,2
76672,894848,10,2
1025922,894848,10,2
634370,894848,10,2
516865,894848,10,2
634502,894848,10,2
886660,894848,10,2
110470,894848,10,2
634374,894848,10,2
782214,894848,10,2
1041280,894848,10,2
885632,894848,10,2
108416,894848,10,2
500224,894848,10,2
508800,894848,10,2
260992,894848,10,2
1040896,894848,10,2
114560,894848,10,2
508800,894848,10,2
239488,894848,10,2
763522,894848,10,2
1025920,894848,10,2
524165,894848,10,2
1041280,894848,10,2
1042306,894850,10,2
885632,894850,10,2
886278,894850,10,2
886658,894850,10,2
634374,894850,10,2
362376,894850,10,2
885632,894850,10,2
1025665,894850,10,2
508800,894850,10,2
1031815,894850,10,2
362246,894850,10,2
501506,894850,10,2
634498,894850,10,2
978831,894850,10,2
885632,894850,10,2
634370,894850,10,2
362374,894850,10,2
385926,894850,10,2
516997,894850,10,2
362382,894850,10,2
1017735,894850,10,2
100225,894850,10,2
929282,894850,10,2
976775,894850,10,2
1042311,894850,10,2
1011200,894850,10,2
782214,894850,10,2
632706,894850,10,2
913286,894850,10,2
362374,894850,10,2
370630,894850,10,2
520065,894850,10,2
436102,894850,10,2
436102,894850,10,2
626566,894850,10,2
362382,894850,10,2
436102,894850,10,2
524175,894850,10,2
787334,894850,10,2
769922,894850,10,2
886274,894850,10,2
362370,894850,10,2
1033990,894850,10,2
787334,894850,10,2
654848,894850,10,2
100224,894850,10,2
503682,894850,10,2
369543,894850,10,2
1033090,894850,10,2
519686,894850,10,2
524175,894850,10,2
886658,894852,10,2
1027970,894852,10,2
1017730,894852,10,2
370564,894852,10,2
108416,894852,10,2
503682,894854,10,2
126854,894854,10,2
508800,894854,10,2
518918,894854,10,2
518918,894854,10,2
1025924,894854,10,2
910982,894854,10,2
372610,894854,10,2
1031046,894854,10,2
631680,894854,10,2
507778,894854,10,2
1017606,894854,10,2
372610,894854,10,2
1033090,894854,10,2
503682,894854,10,2
493446,894854,10,2
886660,894854,10,2
503682,894854,10,2
493446,894854,10,2
1027719,894854,10,2
894598,894854,10,2
507778,894854,10,2
1041024,894854,10,2
126854,894854,10,2
1044097,894854,10,2
362112,894854,10,2
910982,894854,10,2
516997,894854,10,2
516997,894854,10,2
886662,894854,10,2
516997,894854,10,2
520071,894854,10,2
886662,894854,10,2
652162,894854,10,2
493447,894854,10,2
516997,894854,10,2
1041288,894854,10,2
896903,894854,10,2
520065,894854,10,2
763782,894854,10,2
763782,894854,10,2
520070,894854,10,2
1031046,894854,10,2
894598,894854,10,2
652162,894854,10,2
886272,894854,10,2
886660,894854,10,2
1033090,894854,10,2
508678,894854,10,2
520071,894854,10,2
652162,894854,10,2
520065,894854,10,2
763782,894854,10,2
122758,894854,10,2
1044230,894854,10,2
1044097,894854,10,2
1031046,894854,10,2
1033990,894854,10,2
1033090,894854,10,2
636806,894854,10,2
369543,894854,10,2
655238,894854,10,2
652162,894854,10,2
902020,894854,10,2
1025927,894854,10,2
911238,894854,10,2
632706,894854,10,2
1042305,894854,10,2
638850,894854,10,2
1025922,894854,10,2
1033090,894854,10,2
913286,894854,10,2
369543,894854,10,2
976775,894854,10,2
1042305,894854,10,2
638850,894854,10,2
632448,894854,10,2
501634,894854,10,2
388998,894854,10,2
632448,894854,10,2
388998,894854,10,2
995207,894854,10,2
520071,894854,10,2
388998,894854,10,2
769922,894854,10,2
655286,894854,10,2
1042305,894854,10,2
1042305,894854,10,2
372610,894854,10,2
501506,894854,10,2
634502,894854,10,2
633728,894854,10,2
765830,894854,10,2
765830,894854,10,2
1025922,894854,10,2
692102,894854,10,2
633728,894854,10,2
631680,894854,10,2
652162,894854,10,2
692102,894854,10,2
372610,894854,10,2
911238,894854,10,2
692102,894854,10,2
634370,894854,10,2
1025924,894854,10,2
634498,894854,10,2
518918,894854,10,2
754560,894854,10,2
886662,894854,10,2
1031046,894854,10,2
634502,894854,10,2
902020,894854,10,2
1044102,894854,10,2
886660,894854,10,2
520070,894854,10,2
239488,894854,10,2
896898,894854,10,2
995207,894854,10,2
765831,894854,10,2
886660,894854,10,2
634502,894854,10,2
976775,894854,10,2
503558,894854,10,2
501634,894854,10,2
896898,894854,10,2
329222,894854,10,2
886660,894854,10,2
369543,894854,10,2
1017732,894854,10,2
1025920,894854,10,2
385920,894854,10,2
115332,894854,10,2
361346,894854,10,2
361350,894854,10,2
648070,894854,10,2
361346,894854,10,2
929282,894854,10,2
110464,894854,10,2
765575,894854,10,2
648838,894854,10,2
1017734,894854,10,2
1016832,894854,10,2
1017734,894854,10,2
929282,894854,10,2
100225,894854,10,2
1027968,894854,10,2
929282,894854,10,2
1016322,894854,10,2
362368,894854,10,2
1024903,894854,10,2
109440,894854,10,2
894854,894854,10,2
1017735,894854,10,2
1017734,894854,10,2
362368,894854,10,2
522118,894854,10,2
362382,894854,10,2
759687,894854,10,2
1032068,894854,10,2
361346,894854,10,2
1027968,894854,10,2
370564,894854,10,2
1025920,894854,10,2
388999,894854,10,2
388999,894854,10,2
118534,894854,10,2
370630,894854,10,2
886658,894854,10,2
632320,894854,10,2
519686,894854,10,2
1032110,894854,10,2
634758,894854,10,2
648838,894854,10,2
361350,894854,10,2
361350,894854,10,2
361350,894854,10,2
769943,894854,10,2
515974,894854,10,2
634758,894854,10,2
362368,894854,10,2
1032066,894854,10,2
1032068,894854,10,2
370630,894854,10,2
361350,894854,10,2
110470,894854,10,2
769958,894854,10,2
787334,894854,10,2
1025795,894854,10,2
370630,894854,10,2
787334,894854,10,2
361346,894854,10,2
651170,894854,10,2
1032066,894854,10,2
1041287,894854,10,2
370564,894854,10,2
634754,894854,10,2
769959,894854,10,2
886278,894854,10,2
370564,894854,10,2
1042306,894854,10,2
1041926,894854,10,2
1027970,894854,10,2
1027969,894854,10,2
1042306,894854,10,2
1027968,894854,10,2
1027970,894854,10,2
763522,894854,10,2
638470,894854,10,2
638848,894854,10,2
362370,894854,10,2
1027970,894854,10,2
1042311,894854,10,2
1032071,894854,10,2
522118,894854,10,2
378758,894854,10,2
1042311,894854,10,2
76672,894854,10,2
1032071,894854,10,2
638848,894854,10,2
1043334,894854,10,2
1042311,894854,10,2
378758,894854,10,2
638848,894854,10,2
638848,894854,10,2
1027969,894854,10,2
654262,894854,10,2
886278,894854,10,2
524175,894854,10,2
1044358,894854,10,2
362382,894854,10,2
1017734,894854,10,2
501638,894854,10,2
1042304,894854,10,2
1041286,894854,10,2
524167,894854,10,2
1027969,894854,10,2
651142,894854,10,2
632322,894854,10,2
886663,894854,10,2
1027969,894854,10,2
651142,894854,10,2
515974,894854,10,2
1044355,894854,10,2
648838,894854,10,2
1027969,894854,10,2
1041287,894854,10,2
370564,894854,10,2
886658,894854,10,2
634496,894854,10,2
763522,894854,10,2
362382,894854,10,2
1017735,894854,10,2
362370,894854,10,2
503686,894854,10,2
1025926,894854,10,2
524175,894854,10,2
1025926,894854,10,2
1041287,894854,10,2
524175,894854,10,2
1024903,894854,10,2
894855,894854,10,2
634758,894854,10,2
1025665,894854,10,2
1044354,894854,10,2
516998,894854,10,2
501638,894854,10,2
944007,894854,10,2
1017730,894854,10,2
944007,894854,10,2
1048455,894854,10,2
1017730,894854,10,2
944007,894854,10,2
1025920,894854,10,2
507654,894854,10,2
759687,894854,10,2
1027982,894854,10,2
501638,894854,10,2
362246,894854,10,2
648070,894854,10,2
1027982,894854,10,2
1036215,894854,10,2
372614,894854,10,2
392710,894854,10,2
362246,894854,10,2
1016322,894854,10,2
362246,894854,10,2
484230,894854,10,2
1027982,894854,10,2
651170,894854,10,2
787334,894854,10,2
648070,894854,10,2
886658,894854,10,2
493442,894854,10,2
493442,894854,10,2
370438,894854,10,2
362242,894854,10,2
1036215,894854,10,2
524165,894854,10,2
484230,894854,10,2
1027982,894854,10,2
886658,894854,10,2
1025665,894854,10,2
100230,894854,10,2
1025665,894854,10,2
648070,894854,10,2
100224,894854,10,2
648070,894854,10,2
1044359,894854,10,2
370438,894854,10,2
362246,894854,10,2
1027974,894854,10,2
484230,894854,10,2
1042306,894854,10,2
632320,894854,10,2
1027974,894854,10,2
1044359,894854,10,2
1025665,894854,10,2
1048455,894854,10,2
787334,894854,10,2
511879,894854,10,2
910854,894854,10,2
648070,894854,10,2
516998,894854,10,2
372614,894854,10,2
1025920,894854,10,2
110470,894854,10,2
122758,894854,10,2
501638,894854,10,2
648070,894854,10,2
1017732,894854,10,2
362370,894854,10,2
110464,894854,10,2
978831,894854,10,2
787334,894854,10,2
1025920,894854,10,2
1027982,894854,10,2
648070,894854,10,2
1044354,894854,10,2
370438,894854,10,2
1025795,894854,10,2
100230,894854,10,2
118534,894854,10,2
1042306,894855,10,2
1017732,894855,10,2
692102,894855,10,2
1044134,894855,10,2
896903,894855,10,2
520071,894855,10,2
765831,894855,10,2
886660,894855,10,2
1016839,894855,10,2
493442,894855,10,2
780167,894855,10,2
757638,894855,10,2
1017606,894855,10,2
632710,894855,10,2
1025665,894855,10,2
1040902,894855,10,2
110464,894870,10,0
634754,894918,10,0
654848,896512,10,1
634502,896512,10,1
392710,896512,10,1
1041926,896514,10,1
886278,896514,10,1
634374,896514,10,1
1041922,896514,10,1
650752,896514,10,1
1041922,896518,10,1
518918,896518,10,1
1041920,896518,10,1
1027982,896518,10,1
126464,896518,10,1
503682,896640,10,1
763522,896640,10,1
633472,896640,10,1
126464,896640,10,1
654848,896640,10,1
1011200,896642,10,1
632448,896644,10,1
1044230,896646,10,1
329222,896646,10,1
636806,896646,10,1
1024903,896647,10,1
634758,896896,10,2
1027969,896896,10,2
654848,896896,10,2
765442,896896,10,2
634498,896896,10,2
769975,896896,10,2
786306,896896,10,2
126464,896896,10,2
1031685,896897,10,2
787334,896898,10,2
652162,896898,10,2
76672,896898,10,2
634374,896898,10,2
651170,896898,10,2
896898,896898,10,2
1017730,896898,10,2
1027969,896898,10,2
774016,896898,10,2
634502,896898,10,2
507654,896898,10,2
436102,896898,10,2
110470,896898,10,2
1042305,896898,10,2
632448,896898,10,2
692102,896898,10,2
1025920,896898,10,2
650754,896898,10,2
1017730,896898,10,2
110464,896898,10,2
1044355,896898,10,2
1025539,896898,10,2
885632,896898,10,2
769958,896898,10,2
636806,896898,10,2
372614,896900,10,2
370564,896900,10,2
763782,896900,10,2
100230,896902,10,2
636806,896902,10,2
385926,896902,10,2
1042311,896902,10,2
1048455,896902,10,2
894854,896902,10,2
520071,896902,10,2
1033090,896902,10,2
372610,896902,10,2
110464,896902,10,2
1032110,896902,10,2
1044359,896902,10,2
1044102,896902,10,2
995207,896902,10,2
493442,896902,10,2
125826,896902,10,2
1042305,896902,10,2
114560,896902,10,2
654262,896902,10,2
765831,896902,10,2
978831,896902,10,2
1032068,896902,10,2
886658,896902,10,2
1032070,896902,10,2
1032070,896902,10,2
995207,896902,10,2
995207,896902,10,2
1032110,896902,10,2
769943,896902,10,2
634752,896902,10,2
372610,896902,10,2
765830,896902,10,2
114566,896902,10,2
638850,896902,10,2
1041287,896902,10,2
503686,896902,10,2
388998,896902,10,2
1041287,896902,10,2
76672,896902,10,2
654262,896902,10,2
634498,896902,10,2
493442,896902,10,2
1032071,896902,10,2
1044359,896902,10,2
1048455,896902,10,2
1042304,896902,10,2
765831,896902,10,2
769922,896902,10,2
1027975,896902,10,2
638850,896902,10,2
515974,896902,10,2
1027970,896902,10,2
1042304,896902,10,2
765830,896902,10,2
1027975,896902,10,2
239488,896902,10,2
1027970,896902,10,2
654262,896902,10,2
1025538,896902,10,2
631680,896902,10,2
1017606,896902,10,2
329222,896902,10,2
347910,896902,10,2
1025926,896902,10,2
650759,896902,10,2
1044356,896902,10,2
1044097,896902,10,2
769926,896902,10,2
1032071,896902,10,2
118534,896902,10,2
524165,896902,10,2
369543,896902,10,2
501506,896902,10,2
1044356,896902,10,2
369543,896902,10,2
1047431,896902,10,2
633728,896902,10,2
757638,896902,10,2
769926,896902,10,2
765575,896902,10,2
361350,896902,10,2
126854,896902,10,2
1048454,896902,10,2
501377,896902,10,2
786306,896902,10,2
636806,896902,10,2
913282,896902,10,2
385926,896902,10,2
1031815,896902,10,2
634758,896902,10,2
1033990,896902,10,2
1016839,896902,10,2
1048454,896902,10,2
911238,896902,10,2
508678,896902,10,2
1044359,896902,10,2
1016839,896902,10,2
651170,896902,10,2
894855,896902,10,2
520071,896902,10,2
493446,896902,10,2
524165,896902,10,2
894855,896902,10,2
769926,896902,10,2
944007,896902,10,2
780167,896902,10,2
757638,896902,10,2
1027982,896902,10,2
517638,896902,10,2
377350,896902,10,2
634498,896902,10,2
1027974,896902,10,2
501506,896902,10,2
648070,896902,10,2
362246,896902,10,2
122758,896902,10,2
631680,896902,10,2
780167,896902,10,2
761734,896902,10,2
118534,896902,10,2
765575,896902,10,2
1044353,896902,10,2
761734,896902,10,2
780167,896902,10,2
1047431,896902,10,2
516998,896902,10,2
501638,896902,10,2
362246,896902,10,2
650754,896902,10,2
372614,896902,10,2
1044097,896902,10,2
648070,896902,10,2
1027842,896902,10,2
1025665,896902,10,2
1032071,896902,10,2
1031685,896902,10,2
648070,896902,10,2
372614,896902,10,2
761734,896902,10,2
370630,896902,10,2
388999,896902,10,2
1041286,896902,10,2
