config_id,n_fixed_traits,prob_remain
769975,0,0.20012325751989243
769975,1,0.2696873950147433
769975,2,0.3179667762525635
769975,3,0.3759933155991965
769975,4,0.43385912960057255
769975,5,0.4824357216860065
769975,6,0.5364237293146845
769975,7,0.5997010632864079
769975,8,0.6703857372080826
769975,9,0.709137678018877
769975,10,0.7526049876344029
769975,11,0.7900093830859225
769975,12,0.8214572485589249
769975,13,0.8521627682861225
769975,14,0.8845762738962937
769975,15,0.9176608691894829
769975,16,0.9433187989328289
769975,17,0.9645268937189119
769975,18,0.9857454945396951
769975,19,0.9957958216027456
704439,0,0.035089491899217444
704439,1,0.19074029924970973
704439,2,0.22241144422766462
704439,3,0.2589726628312803
704439,4,0.3034515685359956
704439,5,0.3649036586207068
704439,6,0.4143209876065435
704439,7,0.4624746315897871
704439,8,0.5137483050708517
704439,9,0.5693927085686267
704439,10,0.6279355334789054
704439,11,0.693489919744364
704439,12,0.7416596702118021
704439,13,0.7933074305509807
704439,14,0.8369460956685578
704439,15,0.8810259390650008
704439,16,0.928672534193207
704439,17,0.9570997222525817
704439,18,0.9772406437775174
704439,19,0.9920438369173887
769971,0,0.05482317773180936
769971,1,0.16742576215070748
769971,2,0.22302402441991814
769971,3,0.30992439674233624
769971,4,0.3562191804521914
769971,5,0.40594770547120723
769971,6,0.4627751273634826
769971,7,0.5184268472158301
769971,8,0.5832503397981419
769971,9,0.6350909456330784
769971,10,0.6783874874809118
769971,11,0.7237077132392591
769971,12,0.7751893334516287
769971,13,0.8170146960362419
769971,14,0.8594577676218945
769971,15,0.8967133396707997
769971,16,0.9254864063654803
769971,17,0.9539652172952647
769971,18,0.9739102042037848
769971,19,0.9940865868302933
704435,0,0.01994998061942263
704435,1,0.04698683949426412
704435,2,0.16480683849215794
704435,3,0.19277815795443323
704435,4,0.22451578126451197
704435,5,0.26294541097632296
704435,6,0.310420637704112
704435,7,0.3563305890389224
704435,8,0.40880361151256883
704435,9,0.47456629940775086
704435,10,0.5399333614348144
704435,11,0.5889834002605017
704435,12,0.6420063451381913
704435,13,0.7031241738926988
704435,14,0.7678159663184815
704435,15,0.8330046975081915
704435,16,0.8866535479568399
704435,17,0.940650775214858
704435,18,0.9689791024242524
704435,19,0.9888263257272176
835460,0,0.004265605222469194
835460,1,0.01867042653991201
835460,2,0.02627135493165222
835460,3,0.04270780075050822
835460,4,0.07608949634520941
835460,5,0.16173769427541684
835460,6,0.21327566703658613
835460,7,0.26744107915308196
835460,8,0.3215303103035925
835460,9,0.3834920943793806
835460,10,0.4714627612410363
835460,11,0.6025511658808919
835460,12,0.6700772194495465
835460,13,0.7492037524751376
835460,14,0.8307830463776891
835460,15,0.8915409354874156
835460,16,0.9369527937338351
835460,17,0.9628430529605679
835460,18,0.9789049129103066
835460,19,0.9924155342440766
311172,0,0.004562440243787012
311172,1,0.0315169008315517
311172,2,0.04391182200877317
311172,3,0.06849001532932374
311172,4,0.11518044887331638
311172,5,0.15898822439543858
311172,6,0.19383336162306578
311172,7,0.23553828902032956
311172,8,0.2895211321579842
311172,9,0.36825868896869685
311172,10,0.488716596635925
311172,11,0.5832912013733798
311172,12,0.66594789786511
311172,13,0.7701091581137709
311172,14,0.8317919086710596
311172,15,0.8768394812798092
311172,16,0.9203320836153088
311172,17,0.9490112146881161
311172,18,0.9785524574524829
311172,19,0.9902793330838003
827268,0,0.007730324681154663
827268,1,0.01926104756015782
827268,2,0.02658818120464868
827268,3,0.03916749896616686
827268,4,0.06879556554311819
827268,5,0.08949367481816224
827268,6,0.12336627510209264
827268,7,0.19700462453550546
827268,8,0.3240423047092286
827268,9,0.43177541554601817
827268,10,0.5069700424590213
827268,11,0.5702450175276094
827268,12,0.6489005435061957
827268,13,0.7523408601167751
827268,14,0.8018727088958919
827268,15,0.8513624186535086
827268,16,0.8975025629785599
827268,17,0.9438617334763154
827268,18,0.9649252392936625
827268,19,0.9855524110968821
302980,0,0.008973818956715972
302980,1,0.03207607526614282
302980,2,0.04843902325013257
302980,3,0.06891530442619488
302980,4,0.11054639532780175
302980,5,0.18219292449794064
302980,6,0.22552520422878655
302980,7,0.2817148239257542
302980,8,0.3559982313382456
302980,9,0.4057989630275431
302980,10,0.4615060491113217
302980,11,0.5295648902763842
302980,12,0.6194121538363553
302980,13,0.7312842007859346
302980,14,0.80808103154296
302980,15,0.8767582730436981
302980,16,0.9039798944374485
302980,17,0.9307694107157649
302980,18,0.9573312219633466
302980,19,0.9839382252583014
831364,0,0.006436050445617373
831364,1,0.031194905365284475
831364,2,0.056945718699502684
831364,3,0.07462552162672476
831364,4,0.10121296966103747
831364,5,0.148047523131992
831364,6,0.21721134530547462
831364,7,0.3029207931650027
831364,8,0.36896337896765624
831364,9,0.4533673057991513
831364,10,0.5850053271142768
831364,11,0.6750597920181112
831364,12,0.7796609048498375
831364,13,0.8436955553662705
831364,14,0.8997022841941301
831364,15,0.9389096725516695
831364,16,0.9695707295758238
831364,17,0.984105642001384
831364,18,0.9919021166877423
831364,19,0.9960022538829048
307076,0,0.00665430361956317
307076,1,0.04449448803201734
307076,2,0.06950220083787899
307076,3,0.10522361300022133
307076,4,0.13450500234227253
307076,5,0.16419777540766187
307076,6,0.21005599425992894
307076,7,0.27127733977514856
307076,8,0.34900008651712644
307076,9,0.4767252965609771
307076,10,0.57444904207066
307076,11,0.6735361282049611
307076,12,0.7283079436605967
307076,13,0.7817572891511202
307076,14,0.8435971638406766
307076,15,0.9064633503555668
307076,16,0.9702124924375525
307076,17,0.984918856247727
307076,18,0.991335373357392
307076,19,0.9971749681845288
823172,0,0.010305399758817016
823172,1,0.02260572817925779
823172,2,0.04132829201226159
823172,3,0.07509708392625697
823172,4,0.09934377572918779
823172,5,0.14015365503377972
823172,6,0.18549147965986004
823172,7,0.2703622934747671
823172,8,0.4308717851505953
823172,9,0.5124545424492057
823172,10,0.5940484610254855
823172,11,0.6832314199383938
823172,12,0.7476598750451131
823172,13,0.8058355920394477
823172,14,0.8634371966998119
823172,15,0.9197144877442152
823172,16,0.9610104630871906
823172,17,0.9753010044992507
823172,18,0.986635429219946
823172,19,0.9933693971368938
298884,0,0.010950487265976827
298884,1,0.027322701540119943
298884,2,0.0765024281671398
298884,3,0.14282103412196467
298884,4,0.18782115272531494
298884,5,0.24492379175222984
298884,6,0.30022942890616694
298884,7,0.3499973847923114
298884,8,0.40005321023208995
298884,9,0.4641905544575835
298884,10,0.5515383130806887
298884,11,0.6462185033349026
298884,12,0.7168738351004218
298884,13,0.7861072124152613
298884,14,0.8495189893586895
298884,15,0.913760943692284
298884,16,0.9592194041459643
298884,17,0.9766932826354314
298884,18,0.9894877568171716
298884,19,0.995310807663774
833412,0,0.005219088212512706
833412,1,0.010374723040546494
833412,2,0.03515541030968564
833412,3,0.05918161786539046
833412,4,0.08309710254609783
833412,5,0.10555688368778246
833412,6,0.1417835516080248
833412,7,0.18871945638590218
833412,8,0.26960844249418675
833412,9,0.4217480936979964
833412,10,0.4817694885786932
833412,11,0.5557335583828474
833412,12,0.645945510505421
833412,13,0.74516402262054
833412,14,0.8327935860189329
833412,15,0.9021356161671981
833412,16,0.9272325302785759
833412,17,0.9532200859740214
833412,18,0.9760073154438291
833412,19,0.9915809017118528
309124,0,0.005608086161530484
309124,1,0.01255741628726758
309124,2,0.04902431190737668
309124,3,0.07165419804458742
309124,4,0.11751714619133673
309124,5,0.14624588545490627
309124,6,0.1823587147871655
309124,7,0.2382863046682773
309124,8,0.3106879678407006
309124,9,0.3775606033846236
309124,10,0.46312334886990936
309124,11,0.5713027158598256
309124,12,0.6501946109301463
309124,13,0.7361943257299522
309124,14,0.8068396450929727
309124,15,0.866069882892579
309124,16,0.9173715475460784
309124,17,0.9588868447347406
309124,18,0.9829024896052494
309124,19,0.9940428352379551
825220,0,0.0070513909503431855
825220,1,0.016149190203034635
825220,2,0.0472704996736598
825220,3,0.08008251556619547
825220,4,0.11709420245506685
825220,5,0.16191665913541148
825220,6,0.2480024425334701
825220,7,0.3392923528372828
825220,8,0.39460444200472694
825220,9,0.4536913550604947
825220,10,0.5191987507275251
825220,11,0.586118861235493
825220,12,0.6573149630565727
825220,13,0.7158880695165699
825220,14,0.7795112037519442
825220,15,0.8522111570390108
825220,16,0.9006659078101124
825220,17,0.9393036735588243
825220,18,0.9660066971845934
825220,19,0.986076912003557
300932,0,0.008151021110908027
300932,1,0.018857648685433458
300932,2,0.09278002540491012
300932,3,0.1682699742479166
300932,4,0.20411400910690639
300932,5,0.2502327754952356
300932,6,0.30680699897261465
300932,7,0.36142949213244163
300932,8,0.40230466396252074
300932,9,0.4479643289319805
300932,10,0.5007018090956795
300932,11,0.5513915632634903
300932,12,0.6114180343504612
300932,13,0.6778993188287015
300932,14,0.7592783673385893
300932,15,0.8466126199266065
300932,16,0.901827959111155
300932,17,0.9416400084850924
300932,18,0.979069127839703
300932,19,0.990132319017813
829316,0,0.011212430185421668
829316,1,0.04120537017207097
829316,2,0.0778717354380518
829316,3,0.10192391650319788
829316,4,0.14357645174296915
829316,5,0.20916444624906083
829316,6,0.307542425642784
829316,7,0.3745400785903096
829316,8,0.4326562570630032
829316,9,0.5016124608694578
829316,10,0.5770481898319781
829316,11,0.669975171234415
829316,12,0.7957126885787399
829316,13,0.8769198854988168
829316,14,0.9275935208258909
829316,15,0.9589132120039229
829316,16,0.972640571894318
829316,17,0.9836234057215356
829316,18,0.9921515014066837
829316,19,0.9975555107765348
305028,0,0.011443675793811106
305028,1,0.04973872613718092
305028,2,0.07298972540327751
305028,3,0.1365020730742528
305028,4,0.22671290764767857
305028,5,0.2732132921665646
305028,6,0.33263827194502366
305028,7,0.3872579515098529
305028,8,0.4620028108042025
305028,9,0.5165157075361942
305028,10,0.5834650965079923
305028,11,0.662616842512414
305028,12,0.7357262727177365
305028,13,0.8252679833498842
305028,14,0.8830289080039825
305028,15,0.946355030660259
305028,16,0.9665889186034685
305028,17,0.9826229120890428
305028,18,0.9961677442707424
305028,19,0.9982733765695754
821124,0,0.021585794408025206
821124,1,0.053962281630284284
821124,2,0.1004569736278524
821124,3,0.15353141919501465
821124,4,0.24653900151453642
821124,5,0.32327253161863456
821124,6,0.39118374887561497
821124,7,0.45351242019680865
821124,8,0.5082375964429368
821124,9,0.5776827379990612
821124,10,0.6524467990995101
821124,11,0.7268822357921858
821124,12,0.7922372619812976
821124,13,0.8469398497178517
821124,14,0.9036413728482628
821124,15,0.9463122126487739
821124,16,0.9690560323601691
821124,17,0.9809543866603514
821124,18,0.9905500329915043
821124,19,0.995941437777796
296836,0,0.025393665684646953
296836,1,0.0945756967203896
296836,2,0.17274657044947989
296836,3,0.291954323530825
296836,4,0.33281820950751473
296836,5,0.37401379124918943
296836,6,0.41962138012418154
296836,7,0.45913848883396874
296836,8,0.506138743261678
296836,9,0.5583170580228972
296836,10,0.6168879656141943
296836,11,0.6841855826349499
296836,12,0.7660184806321783
296836,13,0.8321387830843113
296836,14,0.89273343799666
296836,15,0.9279425977667848
296836,16,0.9630382878274822
296836,17,0.9810153455836235
296836,18,0.9950292290473162
296836,19,0.9978851876435634
370564,0,0.05243460344538996
370564,1,0.09685501465819935
370564,2,0.1490452289674738
370564,3,0.2520654810691777
370564,4,0.3008018568875477
370564,5,0.3712611028631089
370564,6,0.44181997589355904
370564,7,0.5334873007560705
370564,8,0.654956542460941
370564,9,0.729880424729804
370564,10,0.7988447892816138
370564,11,0.8725104632140678
370564,12,0.9129877651435051
370564,13,0.9341041116013535
370564,14,0.9526886462287388
370564,15,0.9713116208596982
370564,16,0.9855398327986338
370564,17,0.9935229887469157
370564,18,0.9978646421537123
370564,19,0.9991489388034349
495495,0,0.05395365345072768
495495,1,0.08769659269497726
495495,2,0.1421363243478413
495495,3,0.2151621525788804
495495,4,0.38644697301956454
495495,5,0.46574416392767454
495495,6,0.559432233534332
495495,7,0.6683770164557056
495495,8,0.7165023894299115
495495,9,0.7666050412942679
495495,10,0.8151970692754964
495495,11,0.8633244840723909
495495,12,0.8863168551053379
495495,13,0.910563017881748
495495,14,0.9329631006131466
495495,15,0.9546919387809455
495495,16,0.9671120050330065
495495,17,0.9794718503218125
495495,18,0.9874884071290259
495495,19,0.9944707926839546
429959,0,0.019606057030645975
429959,1,0.05643635141637247
429959,2,0.10612706528516791
429959,3,0.15700420557769265
429959,4,0.2567686499629772
429959,5,0.35361254693958466
429959,6,0.4177679097890387
429959,7,0.47943200312832884
429959,8,0.537088574603646
429959,9,0.6012365905497354
429959,10,0.6607772092255076
429959,11,0.7203510999338595
429959,12,0.7744228438536376
429959,13,0.8342416301820833
429959,14,0.8802819928927819
429959,15,0.9144986387470517
429959,16,0.9417895925842569
429959,17,0.9582198882272026
429959,18,0.9739261451646931
429959,19,0.9884476445165411
462727,0,0.020990108684013156
462727,1,0.06962918028370832
462727,2,0.11020682609458371
462727,3,0.15346054017353938
462727,4,0.21444159575834335
462727,5,0.325811211574232
462727,6,0.38846949551706755
462727,7,0.47280444329370686
462727,8,0.530794636142426
462727,9,0.6023747661385903
462727,10,0.6814145978350655
462727,11,0.7488015569575822
462727,12,0.8001431459979726
462727,13,0.8333185134656523
462727,14,0.8687325174169475
462727,15,0.9067771744087726
462727,16,0.9407677460179352
462727,17,0.9586531938437483
462727,18,0.975698803692687
462727,19,0.9886824622932866
397191,0,0.04557851818993555
397191,1,0.05854147316622612
397191,2,0.0792703154316631
397191,3,0.12271433574781455
397191,4,0.16992582156389466
397191,5,0.25224136381872264
397191,6,0.3185606046069846
397191,7,0.37222936416980806
397191,8,0.4419612180943455
397191,9,0.5062092736153745
397191,10,0.5587217366967183
397191,11,0.6216626944822217
397191,12,0.6891581698754822
397191,13,0.7546337365693255
397191,14,0.796144156087982
397191,15,0.8420344365247037
397191,16,0.8866758971223391
397191,17,0.9273291190608305
397191,18,0.9633015351781288
397191,19,0.9842784591057949
493447,0,0.10657866063412398
493447,1,0.16221014433115483
493447,2,0.24207222260389985
493447,3,0.37728776349644944
493447,4,0.4681862255872509
493447,5,0.5244015068183577
493447,6,0.5954578638303413
493447,7,0.6470868203660068
493447,8,0.6994599880780399
493447,9,0.7575075175898932
493447,10,0.8230044134895056
493447,11,0.8635648968110152
493447,12,0.8977158744589304
493447,13,0.9211378421413207
493447,14,0.9389528494331805
493447,15,0.9574002074950239
493447,16,0.9738052105733975
493447,17,0.9846397000507846
493447,18,0.9924488136954389
493447,19,0.99745794929372
427911,0,0.04050199336651995
427911,1,0.1395142744967824
427911,2,0.19763236301905
427911,3,0.2946585589508726
427911,4,0.36233628146220337
427911,5,0.4311709769307678
427911,6,0.4773358087731927
427911,7,0.5170794515372007
427911,8,0.563326748089538
427911,9,0.6178598057872436
427911,10,0.6723271887626876
427911,11,0.7316161447515552
427911,12,0.7828769350724107
427911,13,0.8410387194728579
427911,14,0.9002282689010465
427911,15,0.9252451512898865
427911,16,0.9504250261069384
427911,17,0.9704215968249679
427911,18,0.9857421672404951
427911,19,0.9958283182333542
460679,0,0.015213466560044454
460679,1,0.11236314214901702
460679,2,0.15601338845204524
460679,3,0.20698090065511673
460679,4,0.2678394301198174
460679,5,0.33056822931100077
460679,6,0.3846408878981814
460679,7,0.4527297903661756
460679,8,0.5112512407169483
460679,9,0.5817917412617482
460679,10,0.658970537652466
460679,11,0.7407506576381059
460679,12,0.8135070981733554
460679,13,0.8730973839802932
460679,14,0.9057609047273271
460679,15,0.935359452278849
460679,16,0.9588509292608071
460679,17,0.9756936507283105
460679,18,0.987357447040991
460679,19,0.9951988620926313
395143,0,0.05904457167841544
395143,1,0.10741481463195704
395143,2,0.14371458362450637
395143,3,0.1878823042385885
395143,4,0.24794077918731894
395143,5,0.2918338357493092
395143,6,0.3382285490476842
395143,7,0.3769689481751701
395143,8,0.4250767242536946
395143,9,0.4790597347481083
395143,10,0.5394751045850775
395143,11,0.6158481352162907
395143,12,0.7052476388788224
395143,13,0.7929095256983866
395143,14,0.8592329475467716
395143,15,0.9151089513772412
395143,16,0.9366405087779582
395143,17,0.9587171530186921
395143,18,0.9811222262734675
395143,19,0.9921324223461886
495494,0,0.0546881203352352
495494,1,0.08723641864007599
495494,2,0.16249008875390056
495494,3,0.22535507388458387
495494,4,0.34535479487367193
495494,5,0.4149151318983408
495494,6,0.4976114782857467
495494,7,0.5895498335770392
495494,8,0.6689858836258429
495494,9,0.7690331099530777
495494,10,0.8405924871677427
495494,11,0.897214948254266
495494,12,0.9210821278223836
495494,13,0.9412401573162883
495494,14,0.9599923842255629
495494,15,0.974545412609264
495494,16,0.9833442236320005
495494,17,0.9897993821073351
495494,18,0.9950359431759287
495494,19,0.9977584139524115
429958,0,0.01159878867150742
429958,1,0.045599871257159016
429958,2,0.11148206825772503
429958,3,0.14932052634861043
429958,4,0.20334399051882157
429958,5,0.2779623253529845
429958,6,0.3759322967311254
429958,7,0.4414533490129639
429958,8,0.5062702410834896
429958,9,0.5676782381689985
429958,10,0.6296044468248948
429958,11,0.7013099098535317
429958,12,0.7880212830610744
429958,13,0.8576415673509492
429958,14,0.9197758424765745
429958,15,0.95010544130122
429958,16,0.9655167858544815
