config_id,n_fixed_traits,prob_remain
429958,17,0.9776094944170945
429958,18,0.9881406351125016
429958,19,0.9954587972949138
462726,0,0.017321296440116825
462726,1,0.06791516198179805
462726,2,0.09320399139626893
462726,3,0.14721794778392783
462726,4,0.2141406454852819
462726,5,0.2996219079754348
462726,6,0.3689775589344805
462726,7,0.43615548444422025
462726,8,0.5207975321208613
462726,9,0.5982318142041354
462726,10,0.6898321914194757
462726,11,0.7497864051864447
462726,12,0.8163183378858514
462726,13,0.8719659095816229
462726,14,0.9154680701260697
462726,15,0.9517265108136953
462726,16,0.966208723906752
462726,17,0.978072995467313
462726,18,0.9867474212114206
462726,19,0.9946532033420326
397190,0,0.032259040933199576
397190,1,0.044698667176832366
397190,2,0.06764551475632424
397190,3,0.11097109999559486
397190,4,0.13900914310356777
397190,5,0.1815436072079128
397190,6,0.2422734232678701
397190,7,0.3429424431452265
397190,8,0.4236885971002652
397190,9,0.5131476181074102
397190,10,0.5650395422696802
397190,11,0.6248693160906047
397190,12,0.6932951182947585
397190,13,0.773252340270369
397190,14,0.8457168789532482
397190,15,0.8953041650212369
397190,16,0.9370520826595515
397190,17,0.958964518481534
397190,18,0.9783252491130853
397190,19,0.9892024616881523
493446,0,0.13653788496100136
493446,1,0.19541262364794798
493446,2,0.27358961019729644
493446,3,0.39169908532724185
493446,4,0.4459868894938018
493446,5,0.5106111737098079
493446,6,0.5709182694970512
493446,7,0.6458850543460135
493446,8,0.7135201885685628
493446,9,0.7968596391626643
493446,10,0.8623021655988196
493446,11,0.8990349352755334
493446,12,0.9235702705191691
493446,13,0.9394403206994955
493446,14,0.9551634990739368
493446,15,0.9685219499582168
493446,16,0.9814646055599877
493446,17,0.9923685549627607
493446,18,0.996265214507069
493446,19,0.9986302827870052
427910,0,0.024547128717969498
427910,1,0.14500993166803983
427910,2,0.19972973863845872
427910,3,0.28642556658224516
427910,4,0.34588679588579435
427910,5,0.41335435573253765
427910,6,0.47258088844801877
427910,7,0.5298775517146977
427910,8,0.5940672016319981
427910,9,0.6635945843981406
427910,10,0.7266038732055867
427910,11,0.7844332013273614
427910,12,0.8349724366608036
427910,13,0.884064144992094
427910,14,0.912603948749356
427910,15,0.9403264948447712
427910,16,0.9638232206441713
427910,17,0.9829113180705435
427910,18,0.9933518558134449
427910,19,0.9972226162878685
460678,0,0.012226172397468506
460678,1,0.11980346333258188
460678,2,0.18835964204374164
460678,3,0.23956592714814665
460678,4,0.29788556644151615
460678,5,0.33836494855628274
460678,6,0.38973736124817115
460678,7,0.4438353902652217
460678,8,0.5060329679104435
460678,9,0.5794249329989168
460678,10,0.6641616522418751
460678,11,0.7751604277837897
460678,12,0.8679337736900253
460678,13,0.8971955275456605
460678,14,0.9263999200673109
460678,15,0.9557612487366443
460678,16,0.96770947168481
460678,17,0.9799596809569925
460678,18,0.9922782829862258
460678,19,0.9967288896552842
395142,0,0.04474541734289058
395142,1,0.08004772357431852
395142,2,0.12576959176713148
395142,3,0.18692048237200143
395142,4,0.23958900173421882
395142,5,0.2942755632005797
395142,6,0.35496114113065247
395142,7,0.40530003813470344
395142,8,0.46849138318815337
395142,9,0.531251470997831
395142,10,0.5988646528915027
395142,11,0.6753916538246393
395142,12,0.7422452013281857
395142,13,0.8227097523898604
395142,14,0.9003201804221146
395142,15,0.9296553629265512
395142,16,0.9523380363882402
395142,17,0.9692387221351634
395142,18,0.9861341223273161
395142,19,0.9933801036669667
375686,0,0.01937189062552911
375686,1,0.045677045385695364
375686,2,0.059757923809013826
375686,3,0.08565244884071657
375686,4,0.1324813550965948
375686,5,0.2338819806213455
375686,6,0.3678721610647527
375686,7,0.484318822472225
375686,8,0.5885942777439251
375686,9,0.6727102664105513
375686,10,0.7366813166255456
375686,11,0.8009303867485201
375686,12,0.8549100709708773
375686,13,0.8859462747638138
375686,14,0.9175966528191662
375686,15,0.9485130749684083
375686,16,0.9680633600551508
375686,17,0.9838133331249627
375686,18,0.9925990022041938
375686,19,0.9972238545674067
367494,0,0.017899358133440513
367494,1,0.03797062119543774
367494,2,0.053093707980051
367494,3,0.07831697590078357
367494,4,0.12349276367619011
367494,5,0.18643326636477878
367494,6,0.28037063259234835
367494,7,0.47080120119396895
367494,8,0.545383390273891
367494,9,0.6449364193188453
367494,10,0.7221960713989128
367494,11,0.7760535783560143
367494,12,0.8331408807444461
367494,13,0.8721048811943544
367494,14,0.9101288958786385
367494,15,0.9435945018356283
367494,16,0.9571065550355797
367494,17,0.9703180990774095
367494,18,0.981533841474908
367494,19,0.9921608944153157
371590,0,0.01811213483434138
371590,1,0.049041158056415325
371590,2,0.09910024394829806
371590,3,0.17208504833369948
371590,4,0.23034279408780228
371590,5,0.3132679867028908
371590,6,0.40941511776801975
371590,7,0.4969246271462922
371590,8,0.5663303868860909
371590,9,0.6447177360066295
371590,10,0.7368016965854288
371590,11,0.82076587724603
371590,12,0.88821447099188
371590,13,0.9250147891355888
371590,14,0.9578361594817862
371590,15,0.9747138168059124
371590,16,0.9821337327890265
371590,17,0.989157550503441
371590,18,0.9959084524857457
371590,19,0.998490506301682
363398,0,0.010807479063920853
363398,1,0.02330298422839265
363398,2,0.1201541538791876
363398,3,0.16672865071031437
363398,4,0.24189279953300746
363398,5,0.32541243185214197
363398,6,0.4123515295178221
363398,7,0.47802177071481466
363398,8,0.5537320886475278
363398,9,0.6226827799642718
363398,10,0.7085750459179732
363398,11,0.8022914535668111
363398,12,0.8748363344811194
363398,13,0.9236464567645558
363398,14,0.9442805908364886
363398,15,0.9629103109963123
363398,16,0.9779829082918552
363398,17,0.9849535836479997
363398,18,0.9914647698411284
363398,19,0.9957276895609628
373638,0,0.020032224858156276
373638,1,0.063291427744419
373638,2,0.10050465129245803
373638,3,0.13049606040764272
373638,4,0.1807808751539248
373638,5,0.26528282478076187
373638,6,0.34087572825595147
373638,7,0.43639656464171206
373638,8,0.5764329960534835
373638,9,0.6824472888889425
373638,10,0.7622591324705615
373638,11,0.8135012845635969
373638,12,0.8719624992622796
373638,13,0.8990861860903724
373638,14,0.9269947284443388
373638,15,0.9478799640470068
373638,16,0.9669450709766089
373638,17,0.9801712156529437
373638,18,0.9887730669367739
373638,19,0.9945373225918556
365446,0,0.019425080940456783
365446,1,0.0880363419220501
365446,2,0.18026171439721608
365446,3,0.22029248599976134
365446,4,0.27691614190486363
365446,5,0.3521883646741054
365446,6,0.44016957017156255
365446,7,0.5227916989764688
365446,8,0.6004552194414983
365446,9,0.6702449546785199
365446,10,0.7360054205079819
365446,11,0.8101875172641152
365446,12,0.8526851128706489
365446,13,0.8869273326402812
365446,14,0.9095578630023545
365446,15,0.9270367888124256
365446,16,0.9449481900653105
365446,17,0.9617805566613978
365446,18,0.9774198644984331
365446,19,0.9909484514855906
369542,0,0.06643165818062516
369542,1,0.1219386542099244
369542,2,0.16693409800692477
369542,3,0.25520124735119715
369542,4,0.34584118844816436
369542,5,0.44385473958025495
369542,6,0.5247959373923595
369542,7,0.6123105829673012
369542,8,0.6928713014616648
369542,9,0.7428402889289675
369542,10,0.8003452384504582
369542,11,0.8616391969288418
369542,12,0.9071786320590446
369542,13,0.9319576773219506
369542,14,0.9553092005557519
369542,15,0.9694449798010935
369542,16,0.9818358249817397
369542,17,0.9926938512097514
369542,18,0.9958406466364041
369542,19,0.9984172578191673
361350,0,0.08876928376923869
361350,1,0.22430329946899816
361350,2,0.2860697539111277
361350,3,0.331894582919708
361350,4,0.39058279051382533
361350,5,0.455076477684066
361350,6,0.522557902187309
361350,7,0.6127803245484605
361350,8,0.7000886936390526
361350,9,0.7980405484707019
361350,10,0.842529111750704
361350,11,0.8684098698454207
361350,12,0.8934103136463517
361350,13,0.918355972971162
361350,14,0.939869318470748
361350,15,0.9580170709061264
361350,16,0.9767077952115365
361350,17,0.9859361857599337
361350,18,0.9947971610817969
361350,19,0.9974129034590856
976775,0,0.020751255897749687
976775,1,0.12301799552302317
976775,2,0.20119852086541168
976775,3,0.2739397139447679
976775,4,0.35214527855448124
976775,5,0.42761636973563527
976775,6,0.5011258391190206
976775,7,0.5916480738335054
976775,8,0.6633701481249621
976775,9,0.6998778144407454
976775,10,0.736908062759538
976775,11,0.7764897692772595
976775,12,0.8124085770714172
976775,13,0.8513805255141808
976775,14,0.8939852596192561
976775,15,0.9191637779232152
976775,16,0.9449531187735354
976775,17,0.9677576611757938
976775,18,0.9797165965991985
976775,19,0.989825800326639
976771,0,0.013117014454894826
976771,1,0.03766243123628808
976771,2,0.082675748421753
976771,3,0.14442377902083334
976771,4,0.20729205924472086
976771,5,0.2572401489529606
976771,6,0.3383356181115689
976771,7,0.42909301782652515
976771,8,0.49987063561086015
976771,9,0.5852720432130089
976771,10,0.6844410047561972
976771,11,0.7427430230280991
976771,12,0.7938382907724327
976771,13,0.8458740995043533
976771,14,0.896811191356355
976771,15,0.9341387573832804
976771,16,0.9584360206094028
976771,17,0.9706318697841168
976771,18,0.9807894433026657
976771,19,0.9910567341930134
976773,0,0.018963447750004876
976773,1,0.04248779533627562
976773,2,0.10407466451655421
976773,3,0.1496147723783223
976773,4,0.18215138847868306
976773,5,0.22474096878544808
976773,6,0.28154260894494393
976773,7,0.3466686772037425
976773,8,0.44059115586669
976773,9,0.536794469154385
976773,10,0.6847090974495079
976773,11,0.7425975325201412
976773,12,0.7966159314698859
976773,13,0.8577909664469953
976773,14,0.892544301716849
976773,15,0.9186060725463614
976773,16,0.9448164941590436
976773,17,0.9717930371368961
976773,18,0.9820147078677727
976773,19,0.9921599036984032
976769,0,0.019903968115203927
976769,1,0.07127516079081668
976769,2,0.10820290799318442
976769,3,0.13309393006480993
976769,4,0.16599378068008191
976769,5,0.20365053394430782
976769,6,0.26061010101301596
976769,7,0.3227096859401663
976769,8,0.4071818375238854
976769,9,0.5363676574660184
976769,10,0.6516491491139661
976769,11,0.7096732778602979
976769,12,0.7683948743985627
976769,13,0.8163008354651914
976769,14,0.8667188483779505
976769,15,0.9182084378206862
976769,16,0.9618365219490365
976769,17,0.9739893629327704
976769,18,0.9845443987486353
976769,19,0.9933598098268092
376710,0,0.05657498879989597
376710,1,0.08595961587690236
376710,2,0.1351980655408341
376710,3,0.24267880742842227
376710,4,0.33749558643245814
376710,5,0.45056987806733084
376710,6,0.5387820896298658
376710,7,0.6453372710961455
376710,8,0.7101308542149118
376710,9,0.7581444015482751
376710,10,0.811879425770248
376710,11,0.863335782902513
376710,12,0.8902037739148341
376710,13,0.9176834416737218
376710,14,0.9444564240385992
376710,15,0.9615521272330257
376710,16,0.9780465665738509
376710,17,0.9892843643417273
376710,18,0.9940436779159862
376710,19,0.997900391823574
368518,0,0.05220433018169729
368518,1,0.08298448654425268
368518,2,0.12287036154875566
