23 101X1011111110110X11 1.0
173 X10010XXX11110000100 1.0
174 01011010011110000100 1.0
176 011XX000X11110000110 0.5
176 011XX000X11110000111 0.5
182 010110X0X01110000110 0.5
182 010110X1X01110000110 0.5
190 11101110011110000001 0.25
190 11101110011110000011 0.25
190 11101110011110000101 0.25
190 11101110011110000111 0.25
200 11111110001110000110 1.0
217 101XX001111110000110 1.0
222 1111111X11101010X110 1.0
224 101110X1111110X000XX 1.0
227 011111100011X0000110 1.0
228 1111X010XX1110000111 1.0
230 10111011111110000110 1.0
231 101XX001111110000110 1.0
257 101X1011111X101X0110 1.0
263 11111000011100000110 1.0
284 01011010111110000010 1.0
294 11011000011000000000 1.0
308 1011100011111XXXX110 1.0
310 1011101111111X110XX1 0.5
310 1011101011111X110XX1 0.5
354 111110101X1110000110 1.0
358 1111111X111110000110 1.0
364 0111111XX11000000X10 1.0
378 00000000000000000000 1.0
381 01111110001110000101 1.0
383 01111100001100000110 1.0
387 01X11010011110000110 1.0
389 100110101111X0000110 0.5
389 110110101111X0000110 0.5
390 11111110001110000110 1.0
392 01111110001110000101 1.0
395 01111110111110000001 1.0
400 01111011111110000010 1.0
415 11111110001110000110 1.0
416 11011000011110000110 1.0
419 11111110001110000000 1.0
420 01111110001110000110 1.0
422 101010001X1110000110 1.0
424 11111011X11110000111 1.0
439 110111000X1110000100 1.0
440 11111110001110000110 1.0
441 0111111XXX1110000110 1.0
442 01111010011110000110 1.0
455 1111111X0111100XX001 1.0
456 X1011010XX1110000110 1.0
469 01111110010000000110 1.0
470 101110101111100X0X11 1.0
472 01111110101100000110 1.0
476 11111010111110000111 1.0
477 01011000XX10100000X0 1.0
478 11111110011110000000 1.0
479 101110X0111110000X11 0.125
479 101110X0111110100X11 0.125
479 101110X0111111000X11 0.125
479 101110X0111111100X11 0.125
479 101110X1111110000X11 0.125
479 101110X1111110100X11 0.125
479 101110X1111111000X11 0.125
479 101110X1111111100X11 0.125
483 01111010011110000110 1.0
484 01011010011110000100 1.0
485 000111001X1100000110 1.0
486 01111010011100000010 1.0
490 11011010011010000110 1.0
491 11X1100001X000000010 1.0
492 1001101X111110000110 1.0
493 01111110XX11100001X0 1.0
520 11111111101110000111 1.0
525 01111010011100000010 1.0
526 01111000011110000111 1.0
534 10111011111110000111 1.0
562 11011110011110000111 1.0
563 01011110001110000110 1.0
564 01111000011110000111 1.0
570 01011100001100000000 1.0
576 0001111XX1111X000110 1.0
580 11011110011010000110 1.0
581 00011X10X111100001XX 1.0
582 1111111XX0101X00X000 1.0
586 00111111X01110000000 1.0
589 0001111011101XXXX110 0.25
589 0001111011101XXXX100 0.25
589 0001111011101XXXX000 0.25
589 0001111011101XXXX010 0.25
590 111101X0X10110000110 0.25
590 111101X0X11110000110 0.25
590 111111X0X10110000110 0.25
590 111111X0X11110000110 0.25
592 11111110111110000100 0.5
592 01111110111110000100 0.5
597 011110011X1100000110 1.0
599 11111110X1101X000X10 1.0
602 1X0110100111100000XX 1.0
605 011111101110XX000X10 1.0
607 00011000X11110000010 1.0
609 100110X001111X000X10 1.0
613 1X011011111110100XX0 1.0
614 0001101X1111100000X0 1.0
618 000111101110X0000XXX 1.0
619 0001111X101XX0000010 1.0
621 0X11101X1111100001XX 1.0
623 01111X10001110000000 0.25
623 01111X10001110000010 0.25
623 01111X10001110000100 0.25
623 01111X10001110000110 0.25
624 11011010011110000111 1.0
625 0001101010111X000XXX 1.0
626 00X1101X111110000X00 1.0
627 10111010011010000X10 1.0
629 01111111011110000110 1.0
630 X0011110011010000X1X 1.0
631 101110101110XX000X10 1.0
632 11111010111110000110 1.0
633 010111100X1110000000 1.0
635 10011011X11110000000 1.0
636 11111110001XX0000110 1.0
637 00011010011110000X00 1.0
638 100110101010X0000XXX 1.0
639 111011101X1110001111 1.0
645 01101010011110000110 1.0
646 01011110111110000111 1.0
647 00011011111XX000000X 1.0
649 11111110001000000000 1.0
650 00010010X11110000000 0.5
