entry_id,config_id,config_prob,entry_prob
23,769975,0.000799745180092653,0.8257907179471066
23,704439,3.1470447856017e-5,0.03249535524068612
23,769971,0.0001335080510120567,0.1378560472026758
23,704435,3.7362016259646708e-6,0.003857879609531461
173,835460,1.3635929297533537e-7,0.0010625379780079352
173,311172,2.2931100118880612e-7,0.0017868356620344234
173,827268,7.90173094849597e-8,0.0006157181547059119
173,302980,2.8228251951110115e-7,0.002199599975650822
173,831364,1.4351612436002064e-6,0.011183053920396485
173,307076,2.0740419430546567e-6,0.016161335867849926
173,823172,1.0319687119624345e-6,0.00804129975046405
173,298884,3.168144375239142e-6,0.02468679358078442
173,833412,1.0740001226339359e-7,0.0008368816629829186
173,309124,1.983894300303905e-7,0.0015458888004117669
173,825220,2.662413228185394e-7,0.0020746038692129195
173,300932,1.044747302466953e-6,0.008140872998610169
173,829316,7.375618264641626e-6,0.057472243706105465
173,305028,1.1708178019951179e-5,0.09123238708582986
173,821124,2.2688087986340057e-5,0.17678996867659288
173,296836,7.650862220278641e-5,0.5961699783103599
174,370564,0.0007637778226942947,1.0
176,495495,0.0004143591833357868,0.0478170721112295
176,429959,1.3126323926786793e-5,0.001514778489303756
176,462727,1.2936661284127144e-5,0.0014928914101087153
176,397191,3.6402067702320676e-6,0.00042008005767043725
176,493447,0.0014915498781163767,0.17212493640231227
176,427911,9.6098456642479e-5,0.011089767080961453
176,460679,2.6051761168148844e-5,0.0030063746442718533
176,395143,1.4909168283759477e-5,0.0017205188242811434
176,495494,0.0008568417439147742,0.09887958347355352
176,429958,1.4479690396458191e-5,0.001670957052916656
176,462726,2.2310913237706182e-5,0.0025746805912836195
176,397190,3.348988864868294e-6,0.0003864734956805317
176,493446,0.005407199095999345,0.6239910673915189
176,427910,0.00018584184279474113,0.021446158684501934
176,460678,7.876679236434353e-5,0.009089692088237988
176,395142,2.4046506974712733e-5,0.0027749682021677895
182,375686,1.674134609040207e-5,0.005059540673767664
182,367494,6.8266116724911326e-6,0.0020631267781261466
